"","INSTNM_ZIP","AVG(ADM_RATE_ALL)","AVG(SAT_AVG_ALL)","AVG(COSTT4_A)","AVG(C150_4)","AVG(PCTFLOAN)","AVG(UG25abv)","AVG(PAR_ED_N)","AVG(PAR_ED_PCT_1STGEN)","AVG(PCTPELL)","AVG(DEBT_MDN)","AVG(gt_25k_p6)","AVG(NONCOM_RPY_5YR_RT)","AVG(UGDS)","AVG(female)","AVG(married)","AVG(dependent)","AVG(veteran)","AVG(first_gen)","AVG(md_faminc)","AVG(pct_ba)","AVG(pct_grad_prof)","AVG(pct_born_us)","AVG(median_hh_inc)","AVG(poverty_rate)","AVG(unemp_rate)","AVG(loan_ever)"
"175","arnot-ogden medical center-school of nursing-14905-1676",0.422,1015,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,59,0.423728814,0.353911819782575,0,0.644408797758188,0.330504575067643,39,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"176","arnot-ogden medical center-school of nursing-149051676",0.4588,975,28670.9630987533,0.51127113245952,0.587502629787908,0.3256,0,0,0.353911819782575,7750,0.644408797758188,0.330504575067643,34,0.83999997377395,0.20000000298023,0.44999998807907,0.07000000029802,0.49000000953674,36713,10.1099996566772,7.82000017166137,97.4800033569336,49020.75,9.55000019073486,4.23999977111816,0.80000001192092
"177","arnot-ogden medical center-school of rad techn-14905-167",0.3824,1053,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,0,0,0.353911819782575,15236,0.644408797758188,0.330504575067643,14,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"178","arnot-ogden medical center-school of rad techn-14905-1676",0.3879,976.5,28670.9630987533,0.51127113245952,0.587502629787908,0.6429,51,0.4211667325,0.353911819782575,0,0,0.330504575067643,10.5,0.83999997377395,0.34000000357627,0.27000001072883,0.01999999955296,0.41999998688697,28813,10.119999885559,7.92999982833862,97.0299987792969,49107.43,9.55000019073486,4.38000011444091,0.86000001430511
"179","arnot-ogden medical center-school of rad techn-149051676",0.4588,975,28670.9630987533,0.51127113245952,0.587502629787908,0.3571,0,0,0.353911819782575,7750,0.644408797758188,0.330504575067643,7,0.83999997377395,0.20000000298023,0.44999998807907,0.07000000029802,0.49000000953674,36713,10.1099996566772,7.82000017166137,97.4800033569336,49020.75,9.55000019073486,4.23999977111816,0.80000001192092
"180","art academy of cincinnati-45202",0.679395816368601,1047.4372451298,28670.9630987533,0.3972,0.587502629787908,0.1402,43.5,0.1666666665,0.353911819782575,11218.75,0.644408797758188,0.330504575067643,183.666666666667,0.454999998211855,0.034999999217685,0.814999997615805,0.00999999977648,0.300000011920925,69995.25,17.204999923706,10.0500001907348,94.3549995422363,69463.24,5.64500021934509,2.58000004291534,0.99000000953674
"181","art academy of cincinnati-45202-1706",0.379888888888889,997,30423.2,0.4688,0.7489,0.10186,0,0,0.376083333333333,16022.5,0.412592165172095,0,181.666666666667,0.57999998331069,0.01999999955296,0.87999999523162,0.00999999977648,0.34000000357627,73527,19.4599990844726,11.3599996566772,95.3199996948242,69050.69,5.78000020980835,2.66000008583068,1
"182","art academy of cincinnati-45202-173",0.3362,996,28670.9630987533,0.8163,0.587502629787908,0.250195175645098,0,0,0.353911819782575,14125,0.644408797758188,0.330504575067643,207,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"183","art academy of cincinnati-45202-1734",0.3679,1034,28670.9630987533,0.61965,0.587502629787908,0.171,0,0,0.353911819782575,15515.75,0.40789473056793,0.330504575067643,186,0.56999999284744,0.05999999865889,0.72000002861022,0.02999999932944,0.31000000238418,50237,17.4400005340576,9.8100004196167,95.1999969482422,61193.65,7.92000007629394,3.05999994277954,0.97000002861022
"184","art academy of cincinnati-452021734",0.3902,1051,28670.9630987533,0.3846,0.587502629787908,0.1143,0,0,0.353911819782575,12312.5,0.644408797758188,0.330504575067643,210,0.55000001192092,0.05999999865889,0.81000000238418,0.00999999977648,0.25999999046325,57037,17.7299995422363,9.96000003814697,95.6399993896484,63575.01,6.92999982833862,2.80999994277954,0.95999997854232
"185","art institute of california-los angeles-90405-303",0.494,1047.4372451298,28670.9630987533,0.4902,0.587502629787908,0.250195175645098,5666,0.421108366,0.353911819782575,6625,0.644408797758188,0.330504575067643,2098,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"186","art institute of california-los angeles-90405-3035",0.4693,1030,28670.9630987533,0.4437,0.587502629787908,0.2083,4141,0.386863077,0.353911819782575,8877.5,0.65662652254104,0.330504575067643,2100,0.41999998688697,0.05000000074505,0.68999999761581,0.02999999932944,0.38999998569488,37488,17.25,9.13000011444091,74.0899963378906,69860.21,10.0600004196167,4.13000011444091,0.97000002861022
"187","art institute of california-orange county-92704",0.534375,1030,28670.9630987533,0.51127113245952,0.587502629787908,0.2373,4184.75,0.39599208075,0.353911819782575,8115.375,0.633651494979855,0.330504575067643,1368.75,0.42499999701976,0.0800000000745,0.65500000119209,0.034999999217685,0.38999998569488,39600,18.1899995803833,9.45499992370605,80.2549972534179,68955.85,8.76000022888183,3.67500007152557,0.97000002861022
"188","asbury college-40390-119",0.7408,1124,28670.9630987533,0.6967,0.587502629787908,0.250195175645098,544,0.211397059,0.353911819782575,13342,0.644408797758188,0.330504575067643,1174,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"189","asbury college-40390-1198",0.661728571428571,1125.14285714286,29888,0.651914285714286,0.6716,0.083075,622,0.228038483,0.2375,14651.7857142857,0.598573967814442,0.330504575067643,1237,0.585000008344645,0.064999999478455,0.879999995231625,0.00999999977648,0.210000000894065,67022,15.9200005531311,9.55999994277954,95.310001373291,62331.26,6.86999988555908,2.84999990463256,0.94999998807907
"190","asbury college-403901198",0.8408,1122,28670.9630987533,0.54796,0.587502629787908,0.0499333333333333,563,0.1893617378,0.353911819782575,12403.6,0.644408797758188,0.330504575067643,1240.6,0.593333323796583,0.0499999988824067,0.90999998648961,0.00999999977648,0.190000002582863,67338,16.2966667811076,9.85666656494139,94.2833353678385,61688.14,7.20333321889241,2.88333336512247,0.94333332777023
"191","asbury university-40390-1198",0.64625,1113.75,32340.25,0.683975,0.6119,0.14815,713.5,0.2536647535,0.314125,19558.125,0.56318682432174,0,1366.75,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"192","ashford university-52733-296",0.7153,950,28670.9630987533,0.3626,0.587502629787908,0.250195175645098,1402,0.495007133,0.353911819782575,11312.5,0.644408797758188,0.330504575067643,380,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"193","ashford university-52733-2967",0.8026375,923.666666666667,24050.6,0.329888888888889,0.77638,0.79246,49004.3333333333,0.542578873333333,0.532366666666667,6611.61111111111,0.651871800422667,0.531133352559,35921.8888888889,0.73000001907348,0.56000000238418,0.05999999865889,0.11999999731779,0.5,44776,14.9799995422363,7.80999994277954,89.7699966430664,62011.29,8.59000015258789,3.52999997138977,0.94999998807907
"194","ashland university dwight schar college of nursing-44903-2265",0.7564,1046,30020,0.3226,0.965,0.250195175645098,2164,0.390942699,0.4987,17125,0.644408797758188,0.330504575067643,147,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"195","ashland university-44805",0.791561538461538,1039.30769230769,39545.8,0.556941176470588,0.62938,0.224666666666667,1681.94117647059,0.411146684470588,0.27545,15313.9705882353,0.70140104293823,0,2791.35294117647,0.645999991893764,0.16000000238418,0.654000008106224,0.015999999642368,0.430000001192088,60936.2,13.8360000610351,6.99799995422363,96.4000015258789,61937.424,6.26799993515014,2.75,0.972000026702872
"196","assemblies of god theological seminary-65802",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,0,0,0.353911819782575,0,0.644408797758188,0.330504575067643,3857.35049110392,0.35500000417232,0.385000005364415,0.304999999701975,0.159999996423715,0.430000007152555,22768,14.5549998283386,6.92499995231628,93.9449996948242,57087,6.78499984741211,3.16999995708465,1
"197","assemblies of god theological seminary-65802-213",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,0,0,0.353911819782575,0,0.644408797758188,0.330504575067643,3857.35049110392,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"198","assemblies of god theological seminary-65802-2131",0.6425,1046,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,118.272727272727,0.0762895739090909,0.353911819782575,2625,0.125925922393798,0.829521829522,3857.35049110392,0.414999991655345,0.300000004470345,0,0.064999999478455,0.325000002980225,10691,14.3899998664855,7.11999988555908,95.439998626709,52931.2,9.41000032424925,3.56500005722045,1
"199","assemblies of god theological seminary-658022131",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,0,0,0.353911819782575,0,0.644408797758188,0.330504575067643,3857.35049110392,0.36000001430511,0.33000001311302,0.05999999865889,0.09000000357627,0.4699999988079,10973,11.789999961853,5.40999984741211,95.7699966430664,42754.53,12.3500003814697,4.05999994277954,1
"200","assumption college-01609-129",0.6877,1076,28670.9630987533,0.7797,0.587502629787908,0.250195175645098,1071,0.211951447,0.353911819782575,16875,0.644408797758188,0.330504575067643,2339,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"201","assumption college-01609-1296",0.749309090909091,1065,43553,0.707263636363636,0.69866,0.03935,1037.63636363636,0.212959688272727,0.164766666666667,18628.7272727273,0.839280188083644,0.882470173765667,2260.72727272727,0.604999989271155,0.00999999977648,0.95999997854232,0,0.21499999612569,104150,20.0450000762939,12.6949996948242,89.8600006103516,78890.285,4.91000008583068,2.63499999046325,0.99000000953674
"202","assumption college-1609",0.679395816368601,1047.4372451298,28670.9630987533,0.6786,0.587502629787908,0.0082,890.333333333333,0.257497564333333,0.353911819782575,13895.8333333333,0.644408797758188,0.330504575067643,2133,0.62000000476837,0.01499999966472,0.95999997854232,0,0.265000000596045,95715,19.4600000381469,12.3199996948242,88.9099998474121,75786.95,5.92000007629394,2.77500009536742,0.99000000953674
"203","assumption college-16091296",0.7536,1067,28670.9630987533,0.6953,0.587502629787908,0.1517,965.5,0.224364875,0.353911819782575,15634,0.644408797758188,0.330504575067643,2280,0.63999998569488,0.00999999977648,0.97000002861022,0,0.20999999344348,106574,20.0900001525878,12.7600002288818,90.0599975585937,79890.48,4.69999980926513,2.57999992370605,0.99000000953674
"204","atlanta christian college-30344",0.497511111111111,932.888888888889,28962.5,0.356642857142857,0.7865,0.2579,314,0.389761335642857,0.605733333333333,8688.89285714286,0.566783219575878,0.330504575067643,429.214285714286,0.528000009059902,0.089999999105928,0.776000010967252,0.021999999508256,0.35199998915195,53485.9,15.4940002441406,7.40400009155273,92.6160018920898,67076.536,7.77600002288818,3.34600000381469,0.907999992370602
"205","atlanta college of art-30309",0.60218,1001,28670.9630987533,0.446271428571429,0.587502629787908,0.18382,172.888888888889,0.276152567888889,0.353911819782575,13426.7222222222,0.49152317643165,0.330504575067643,369,0.475999999046322,0.039999999850984,0.804000008106224,0.021999999508256,0.272000005841248,50053.7,20.7659999847412,11.2639999389648,88.1220001220703,69675.244,8.41999998092651,3.5079999923706,0.976000022888176
"206","atlanta metropolitan college-30310-449",0.9328,797,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,943,0.432661718,0.353911819782575,4000,0.644408797758188,0.330504575067643,1784,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"207","atlanta metropolitan college-30310-4498",0.518966666666667,794,13497,0.51127113245952,0.365566666666667,0.41712,1530.33333333333,0.450536570444444,0.600925,4864.44444444444,0.467282062768932,0.458333333333,2157.44444444444,0.70000001788139,0.089999999850985,0.499999999999995,0.03999999910593,0.45499999821186,22394.5,13.6500000953673,6.7350001335144,91.3449974060058,52594.425,14.744999885559,5.95499992370605,0.44499999284744
"208","atlanta metropolitan college-303104498",0.6701,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.402866666666667,930,0.459264773,0.353911819782575,3265.2,0.644408797758188,0.330504575067643,1930.2,0.689999997615807,0.0966666688521633,0.453333328167593,0.0466666656235833,0.456666668256117,19394.3333333333,13.4033333460489,6.96333328882853,91.8466669718424,49596.0866666667,16.4066667556762,6.19999996821085,0.41999999682108
"209","atlantic union college-01561-100",0.679395816368601,1047.4372451298,28670.9630987533,0.56,0.587502629787908,0.250195175645098,178,0.426966292,0.353911819782575,13375,0.644408797758188,0.330504575067643,409,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"210","atlantic union college-01561-1000",0.679395816368601,1047.4372451298,24835.5,0.4603,0.69505,0.3627,224.833333333333,0.351358605,0.413766666666667,15217.0833333333,0.52805389960606,0.330504575067643,485.333333333333,0.60000002384185,0.18000000715255,0.64999997615814,0,0.43000000715255,46199,13.7299995422363,8.77000045776367,78.5400009155273,58094.82,11.5200004577636,4.11999988555908,0.97000002861022
"211","atlantic union college-1561",0.3941,833,28670.9630987533,0.4099,0.587502629787908,0.368675,226.571428571429,0.401446385714286,0.353911819782575,12451.1428571429,0.71428573131561,0.330504575067643,611.142857142857,0.472499996423715,0.172499999403948,0.472499996423715,0.032499999273565,0.399999991059297,18033.875,13.2825000286102,8.20999979972839,77.2600002288818,57002.1675,13.1549999713897,4.5825001001358,0.727500006556505
"212","auburn university at montgomery-36117-3596",0.8531,986,15013.6,0.28524,0.55468,0.285,2283.8,0.4111305262,0.37634,9950,0.59031584858894,0.608232147197333,4467.6,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"213","auburn university at montgomery-361173596",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,2597.81149489143,0.352571375552505,0.353911819782575,11951.2142332837,0.644408797758188,0.330504575067643,4541,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"214","auburn university main campus-36849",0.770977777777778,1127.44444444444,17966,0.653938461538461,0.4281,0.0520714285714286,5071.23076923077,0.241958743461538,0.1322,12943.4230769231,0.768143728375428,0.330504575067643,19094.9230769231,0.491999995708462,0.047999998927114,0.85599999427795,0.021999999508256,0.249999999999998,70710.2,17.8580001831054,11.5340000152588,95.2299987792968,55807.87,10.2060001373291,3.19400000572204,0.95799998044967
"215","auburn university-36849",0.7716,1214.25,21692.5,0.672275,0.36695,0.0422,4988.75,0.19781824625,0.16865,17589.875,0.70914214849472,0,20138.75,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"216","auburn university-montgomery-36117-359",0.9801,970,28670.9630987533,0.2864,0.587502629787908,0.250195175645098,1936,0.439049587,0.353911819782575,8524.5,0.644408797758188,0.330504575067643,4340,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"217","auburn university-montgomery-36117-3596",0.961466666666667,953.333333333333,28670.9630987533,0.273483333333333,0.587502629787908,0.281866666666667,1898.5,0.430651142666667,0.3083,9207.08333333333,0.63038967053095,0.330504575067643,4187,0.68500000238418,0.14999999850988,0.59999999403953,0.04999999888241,0.444999992847435,28110.5,14.4000000953674,8.86500024795532,96.9699974060058,50089.92,13.1900000572205,3.81499993801116,0.89500001072883
"218","auburn university-montgomery-361173596",0.679395816368601,960,28670.9630987533,0.51127113245952,0.587502629787908,0.2854,1694,0.449822904,0.353911819782575,11000,0.644408797758188,0.330504575067643,4166,0.68000000715255,0.18999999761581,0.56999999284744,0.03999999910593,0.44999998807907,28128.5,13.8800001144409,8.56999969482422,97.0800018310547,48812.96,13.8000001907348,3.86999988555908,0.87000000476837
"219","auburn university-montgomery-361244023",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.30235,1754.25,0.4171993095,0.353911819782575,9698.375,0.644408797758188,0.330504575067643,4411,0.675000011920925,0.18999999761581,0.544999986886975,0.05499999970197,0.40500000119209,26958,14.7300000190734,9.17500019073486,96.814998626709,50130.71,12.829999923706,3.75499999523162,0.90000000596046
"220","augsburg college-55454",0.657676923076923,1051.15384615385,39090.6,0.556176470588235,0.70078,0.379211111111111,1168.17647058824,0.292770934764706,0.336283333333333,16652.1764705882,0.758079850673668,0.573569061375,2685.70588235294,0.597999989986414,0.162000000476834,0.598000001907344,0.01999999955296,0.298000007867804,60460.8,21.6459999084472,9.75799999237059,92.5480010986328,71900.896,5.2600001335144,2.78199996948242,0.965999996662132
"221","augusta state university-30904-220",0.6619,956,28670.9630987533,0.1826,0.587502629787908,0.250195175645098,2261,0.438301636,0.353911819782575,8000,0.644408797758188,0.330504575067643,5408,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"222","augusta state university-30904-2200",0.60053,966.3,13900.25,0.21343,0.4981,0.28338,2382.6,0.3848988945,0.41366,9369.3,0.57868409156799,0.66825604003,5476.1,0.69999998807907,0.204999998211855,0.51999999582767,0.07500000111758,0.424999997019765,28936.25,13.7250003814697,7.73499989509582,93.7750015258788,55303.05,11.835000038147,4.24000000953674,0.73000001907348
"223","augusta state university-309042200",0.7057,980,28670.9630987533,0.1875,0.587502629787908,0.321433333333333,1722,0.4187157616,0.353911819782575,7700.7,0.644408797758188,0.330504575067643,4630.8,0.689999997615813,0.21333333353201,0.509999990463253,0.0733333329359667,0.4233333269755,28750,14.0833333333333,7.95333353678385,93.7900009155273,54753.8333333333,12.0800002415975,4.28333330154419,0.7033333381017
"224","augustana college-57197",0.679395816368601,1047.4372451298,28670.9630987533,0.5948,0.587502629787908,0.0937,757.333333333333,0.233390968,0.353911819782575,13818.8333333333,0.644408797758188,0.330504575067643,1612.5,0.65500000119209,0.044999998994165,0.88999998569488,0.01499999966472,0.23499999940395,66395.25,17.579999923706,7.09000015258789,96.189998626709,58538.69,5.91499996185303,2.44000005722045,0.98500001430511
"225","augustana college-57197-000",0.679395816368601,1047.4372451298,28670.9630987533,0.6526,0.587502629787908,0.250195175645098,791,0.212389381,0.353911819782575,16000,0.644408797758188,0.330504575067643,1770,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"226","augustana college-57197-0001",0.793966666666667,1140.33333333333,33956.4,0.659636363636364,0.68726,0.0548166666666667,766.727272727273,0.187281309545455,0.240883333333333,19070.9090909091,0.760310745239252,0,1735.45454545455,0.65500000119209,0.034999999217685,0.90500000119209,0.00999999977648,0.204999998211855,76210,17.0550003051757,6.55999994277954,96.625,59356.325,5.74000000953674,2.30499994754791,0.98500001430511
"227","augustana college-571970001",0.8432,1125,28670.9630987533,0.60795,0.587502629787908,0.0755,852.5,0.2351311245,0.353911819782575,13444.25,0.644408797758188,0.330504575067643,1774,0.64999997615814,0.03999999910593,0.91000002622604,0.00999999977648,0.23000000417232,75214,16.9300003051757,6.57999992370605,96.8799972534179,58148.41,5.69000005722045,2.31999993324279,0.99000000953674
"228","augustana college-61201",0.679395816368601,1047.4372451298,28670.9630987533,0.6999,0.587502629787908,0.026,899,0.264728615666667,0.353911819782575,13982,0.644408797758188,0.330504575067643,2222.75,0.574999988079065,0.01499999966472,0.96500000357627,0,0.27500000596046,87518.75,17.2000007629394,8.63500022888183,92.6450004577636,71764.96,5.30999994277954,3.2299998998642,0.99000000953674
"229","augustana college-61201-229",0.7735,1203,28670.9630987533,0.7549,0.587502629787908,0.250195175645098,998,0.28757515,0.353911819782575,15125,0.644408797758188,0.330504575067643,2278,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"230","augustana college-61201-2296",0.726345454545454,1176.42857142857,42625.8,0.766918181818182,0.63856,0.0144166666666667,1019.27272727273,0.240705353818182,0.157483333333333,18325.5454545455,0.77349367141723,0.284776902887,2447.90909090909,0.57000002264976,0.01499999966472,0.95999997854232,0.00499999988824,0.25999999791383,93700.5,18.7749996185303,9.69000005722046,91.810001373291,76921.855,4.4300000667572,2.92500007152557,0.98000001907348
"231","augustana college-612012296",0.7727,1185,28670.9630987533,0.7247,0.587502629787908,0.0215,1037.5,0.27592474,0.353911819782575,14375,0.644408797758188,0.330504575067643,2215,0.56000000238418,0.00999999977648,0.95999997854232,0.00999999977648,0.28000000119209,86225,17.829999923706,9.22999954223632,92.5699996948242,74604.69,4.65000009536743,2.95000004768371,0.98000001907348
"232","aultman college of nursing and health sciences-44710-1797",1,1046,21548.4,0.9091,0.83292,0.583775,258.857142857143,0.570163549,0.436016666666667,13485.2857142857,0.91740071773529,0,277.714285714286,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"233","aurora university-60506-489",0.5303,992,28670.9630987533,0.5169,0.587502629787908,0.250195175645098,1020,0.465686275,0.353911819782575,11000,0.644408797758188,0.330504575067643,1699,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"234","aurora university-60506-4892",0.7091,1011.36363636364,29406.2,0.4933,0.67614,0.219366666666667,1369.36363636364,0.451323341,0.33485,12880.0454545455,0.727801191806786,0,2286.90909090909,0.670000016689295,0.09000000357627,0.710000008344645,0.00999999977648,0.464999988675115,59484.5,17.7449998855591,8.68000030517578,88.8499984741211,76944.57,5.47499990463256,3.41499996185302,0.94999998807907
"235","aurora university-605064892",0.6231,930,28670.9630987533,0.49158,0.587502629787908,0.3733,616.6,0.4696714526,0.353911819782575,10997,0.644408797758188,0.330504575067643,1209,0.623333334922783,0.15666667123635,0.60666668415069,0.0233333328117867,0.47000000874201,55422,17.6966660817464,9.06999969482421,87.6733322143554,75874.0966666667,6.12999995549519,3.63333328564961,0.94333332777023
"236","austin college-75090-440",0.6888,1221,28670.9630987533,0.7406,0.587502629787908,0.250195175645098,554,0.166064982,0.353911819782575,13116.5,0.644408797758188,0.330504575067643,1281,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"237","austin college-75090-4400",0.703354545454545,1212,41399.2,0.759,0.69434,0.0132166666666667,511.636363636364,0.214717425181818,0.247983333333333,16011.1818181818,0.732437431812282,0.528135932034,1280,0.51999998092651,0.01499999966472,0.94499999284744,0,0.18999999761581,82501.5,21.4250001907348,10.4600000381469,88.5799980163574,73702.035,6.75499987602234,2.82999992370605,0.98000001907348
"238","austin college-750904400",0.8028,1191,28670.9630987533,0.661625,0.587502629787908,0.01915,480.75,0.199050145,0.353911819782575,14293,0.644408797758188,0.330504575067643,1220,0.55000001192092,0.01999999955296,0.93500000238418,0.00999999977648,0.20000000298023,74301,19.0650005340575,9.625,89.3050003051758,66857.54,8.12500023841858,3.04000008106231,0.97500002384185
"239","austin college-750904440",0.679395816368601,1047.4372451298,28670.9630987533,0.684,0.587502629787908,0.0267,468,0.185897436,0.353911819782575,14500,0.644408797758188,0.330504575067643,1125.5,0.47999998927116,0.00999999977648,0.94999998807907,0,0.18999999761581,78751.5,18.7199993133544,8.84000015258789,89.3600006103515,64187.31,7.71999979019165,2.95000004768371,0.99000000953674
"240","austin peay state university-37044",0.779015384615384,999.538461538462,17774.6,0.318558823529412,0.58146,0.411011111111111,3622.29411764706,0.477843076235294,0.4677,12111.9705882353,0.588795971870418,0.620082821957333,7979,0.662000012397764,0.338000005483622,0.4660000026226,0.137999999523158,0.485999995470044,31665.9,11.2039999008178,5.49199991226196,92.7880020141601,51874.746,8.99200000762939,3.6,0.85999999046325
"241","ave maria college-48197",0.782,1154.33333333333,28670.9630987533,0.318233333333333,0.587502629787908,0.143266666666667,205,0.1897209265,0.353911819782575,8012.16666666667,0,0.330504575067643,129.5,0.533333341280613,0.03333333320915,0.83333333333333,0.00333333325882667,0.2199999988079,12018,16.2799994150797,9.97333351771032,78.3266677856445,63704.76,8.17666673660278,3.3700000445048,0.953333338101697
"242","ave maria university-34119",0.3199,1189,28670.9630987533,0.51127113245952,0.587502629787908,0.0376,311.5,0.1725719445,0.353911819782575,5500,0.644408797758188,0.330504575067643,343,0.58999997377395,0.00999999977648,0.89999997615814,0.00999999977648,0.18000000715255,73813,18.2399997711181,10.3199996948242,89.2300033569336,72612.62,5.88000011444091,2.82999992370605,0.88999998569488
"243","ave maria university-34142",0.3572,1171,28670.9630987533,0.51127113245952,0.587502629787908,0.0587,396,0.1963235435,0.2171,9312.5,0.644408797758188,0.330504575067643,470.5,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"244","ave maria university-34142-9505",0.50844,1093.8,31833.8,0.538,0.54178,0.0477666666666667,531.6,0.2220749872,0.31894,11717.5,0.28846153616905,0,775.6,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
