"","INSTNM_ZIP","AVG(ADM_RATE_ALL)","AVG(SAT_AVG_ALL)","AVG(COSTT4_A)","AVG(C150_4)","AVG(PCTFLOAN)","AVG(UG25abv)","AVG(PAR_ED_N)","AVG(PAR_ED_PCT_1STGEN)","AVG(PCTPELL)","AVG(DEBT_MDN)","AVG(gt_25k_p6)","AVG(NONCOM_RPY_5YR_RT)","AVG(UGDS)","AVG(female)","AVG(married)","AVG(dependent)","AVG(veteran)","AVG(first_gen)","AVG(md_faminc)","AVG(pct_ba)","AVG(pct_grad_prof)","AVG(pct_born_us)","AVG(median_hh_inc)","AVG(poverty_rate)","AVG(unemp_rate)","AVG(loan_ever)"
"4972","university of puerto rico-cayey university college-633",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,2597.81149489143,0.352571375552505,0.353911819782575,11951.2142332837,0.644408797758188,0.330504575067643,3758,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"4973","university of puerto rico-cayey university college-736",0.429885714285714,1185.71428571429,28670.9630987533,0.401345454545455,0.587502629787908,0.0879333333333333,18073.0909090909,0.308363982272727,0.353911819782575,4428.77272727273,0.40533637007077,0.330504575067643,3842.1,0.656000006198878,0.060000001266592,0.87200000286102,0,0.321999996900552,19498.4,15.4940002441406,9.20600004196166,80.2919982910156,20105.582,46.4600006103515,7.98399991989135,0.48199999928474
"4974","university of puerto rico-cayey-00736-9997",0.7154,1143,8391,0.4344,0.0371,0.250195175645098,2529,0.24911032,0.7217,4000,0.644408797758188,0.330504575067643,3631,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"4975","university of puerto rico-cayey-00737-2230",0.84225,1109.5,11712,0.45215,0.0422,0.04645,2290,0.2156995625,0.74685,4250,0.644408797758188,0.330504575067643,3650.5,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"4976","university of puerto rico-humacao-791",0.432,1169.5,10399,0.485672727272727,0.07165,0.1129,19375.6363636364,0.271699937545455,0.7281,4797.40909090909,0.363601736724373,0.330504575067643,4166.7,0.643333335717513,0.0399999997268067,0.906666676203407,0,0.29333333174387,20882.8333333333,14.9566669464111,8.62333329518636,79.369997660319,20530.5633333333,45.6700007120768,7.92666657765706,0.320000002781547
"4977","university of puerto rico-humacao-792",0.407466666666667,1093,11619,0.465366666666667,0.0794,0.0675,2055,0.218106515333333,0.787966666666667,4483.33333333333,0.644408797758188,0.330504575067643,3514,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"4978","university of puerto rico-mayaguez-681",0.510869230769231,1187.75,14112.8,0.467692857142857,0.18754,0.0748666666666667,15252.6470588235,0.271757329411765,0.656366666666667,4777.44117647059,0.363601736724373,0,11302.8823529412,0.656000006198878,0.060000001266592,0.87200000286102,0,0.321999996900552,19498.4,15.4940002441406,9.20600004196166,80.2919982910156,20105.582,46.4600006103515,7.98399991989135,0.48199999928474
"4979","university of puerto rico-medical sciences campus-00936-506",0.445,1162,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,17849,0.283097092,0.353911819782575,5000,0.644408797758188,0.330504575067643,474,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"4980","university of puerto rico-medical sciences campus-00936-5067",0.421071428571429,1172.42857142857,28670.9630987533,0.51127113245952,0.2511,0.27575,17832.5714285714,0.255773036857143,0.51395,5092.35714285714,0.363601736724373,0.330504575067643,497.142857142857,0.63499999046325,0.034999999217685,0.91500002145767,0,0.274999991059295,21395.25,15.6950006484985,8.61999988555908,79.9699974060059,20532.72,45.6900005340576,7.90499997138977,0.32500000298023
"4981","university of puerto rico-medical sciences campus-936",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.24405,8297,0.369757087666667,0.353911819782575,3756.66666666667,0.644408797758188,0.330504575067643,1140.25,0.675000011920925,0.09000000357627,0.81999999284744,0,0.364999994635575,17421.75,16.3000001907348,10.0800001621246,81.6749992370605,19468.11,47.6450004577636,8.06999993324279,0.72499999403953
"4982","university of puerto rico-medical sciences campus-9365067",0.5134,1229,28670.9630987533,0.51127113245952,0.587502629787908,0.2035,33699,0.3329634895,0.353911819782575,3900,0.644408797758188,0.330504575067643,904,0.66000002622604,0.05000000074505,0.88999998569488,0,0.33000001311302,19858,13.4799995422363,8.63000011444091,78.1699981689453,20526.25,45.6300010681152,7.96999979019165,0.31000000238418
"4983","university of puerto rico-ponce-00716-999",0.445,1162,28670.9630987533,0.297,0.587502629787908,0.250195175645098,17849,0.283097092,0.353911819782575,5000,0.644408797758188,0.330504575067643,3661,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"4984","university of puerto rico-ponce-00716-9996",0.604371428571429,1141.33333333333,12470.25,0.387571428571429,0.097025,0.101475,9008,0.257777993,0.819975,4734.78571428571,0.42707964777946,0.330504575067643,3179.42857142857,0.63499999046325,0.034999999217685,0.91500002145767,0,0.274999991059295,21395.25,15.6950006484985,8.61999988555908,79.9699974060059,20532.72,45.6900005340576,7.90499997138977,0.32500000298023
"4985","university of puerto rico-ponce-7169996",0.5134,1229,28670.9630987533,0.2595,0.587502629787908,0.1165,33699,0.3329634895,0.353911819782575,3900,0.644408797758188,0.330504575067643,4070,0.66000002622604,0.05000000074505,0.88999998569488,0,0.33000001311302,19858,13.4799995422363,8.63000011444091,78.1699981689453,20526.25,45.6300010681152,7.96999979019165,0.31000000238418
"4986","university of puerto rico-rio piedras campus-00931-330",0.445,1162,28670.9630987533,0.5042,0.587502629787908,0.250195175645098,17849,0.283097092,0.353911819782575,5000,0.644408797758188,0.330504575067643,17654,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"4987","university of puerto rico-rio piedras campus-00931-3300",0.421071428571429,1172.42857142857,9219,0.4892,0.0853,0.098775,17832.5714285714,0.255773036857143,0.5426,5092.35714285714,0.363601736724373,0.330504575067643,16106.4285714286,0.63499999046325,0.034999999217685,0.91500002145767,0,0.274999991059295,21395.25,15.6950006484985,8.61999988555908,79.9699974060059,20532.72,45.6900005340576,7.90499997138977,0.32500000298023
"4988","university of puerto rico-rio piedras campus-931",0.679395816368601,1047.4372451298,28670.9630987533,0.54925,0.587502629787908,0.250195175645098,14009,0.36227527275,0.353911819782575,3767.5,0.644408797758188,0.330504575067643,17068.75,0.675000011920925,0.09000000357627,0.81999999284744,0,0.364999994635575,17421.75,16.3000001907348,10.0800001621246,81.6749992370605,19468.11,47.6450004577636,8.06999993324279,0.72499999403953
"4989","university of puerto rico-rio piedras campus-9313300",0.5134,1229,28670.9630987533,0.4366,0.587502629787908,0.1073,36253,0.326097151,0.353911819782575,4000,0.644408797758188,0.330504575067643,17737,0.66000002622604,0.05000000074505,0.88999998569488,0,0.33000001311302,19858,13.4799995422363,8.63000011444091,78.1699981689453,20526.25,45.6300010681152,7.96999979019165,0.31000000238418
"4990","university of puerto rico-rio piedras-00931-0000",0.492833333333333,1217,8500.66666666667,0.491166666666667,0.0971,0.0768,5455.33333333333,0.153795394,0.6021,5500,0.644408797758188,0,11949,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"4991","university of puerto rico-rio piedras-00931-3300",0.2364,1221,8935,0.488,0.0898,0.250195175645098,7911,0.165086588,0.5444,5500,0.644408797758188,0.330504575067643,14065,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"4992","university of puerto rico-utuado-641",0.455338461538462,1101.75,12382.6,0.248578571428571,0.09284,0.0988428571428571,15328.7857142857,0.283954716071429,0.795166666666667,4392.60714285714,0.363601736724373,0.330504575067643,1485.92307692308,0.643333335717513,0.0399999997268067,0.906666676203407,0,0.29333333174387,20882.8333333333,14.9566669464111,8.62333329518636,79.369997660319,20530.5633333333,45.6700007120768,7.92666657765706,0.320000002781547
"4993","university of puget sound-98416",0.658184615384615,1238.30769230769,49912,0.747082352941177,0.56008,0.0281666666666667,986.882352941176,0.154993719941176,0.19215,16568.6470588235,0.72650153636932,0.305936073059333,2603.82352941176,0.620000004768368,0.033999999240036,0.895999991893764,0.007999999821184,0.156000000238414,85196.1,20.8819999694824,11.8739999771118,88.5300003051758,70789.854,6.47000007629394,3.48200001716613,0.982000017166132
"4994","university of redlands-92373-099",0.7081,1142,28670.9630987533,0.5986,0.587502629787908,0.250195175645098,1490,0.344295302,0.353911819782575,15500,0.644408797758188,0.330504575067643,3282,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"4995","university of redlands-92373-0999",0.686936363636363,1131.27272727273,50651.8,0.674954545454545,0.51246,0.2178,1579.72727272727,0.328118661818182,0.219083333333333,17809.5909090909,0.776094508171076,0.912904796612333,3002.72727272727,0.61000001430511,0.170000001788135,0.629999995231625,0.0249999994412,0.325000002980225,65715.25,16.2600002288818,9.84999990463256,81.7999992370605,68712.01,9.24499988555908,4.0349999666214,0.97000002861022
"4996","university of redlands-923730999",0.7704,1112,28670.9630987533,0.595933333333333,0.587502629787908,0.4182,1513,0.3534034714,0.353911819782575,14106.8,0.644408797758188,0.330504575067643,2683.6,0.60333331425984,0.263333335518833,0.499999999999997,0.04666666624446,0.353333334128057,63976.3333333333,16.2000001271565,9.49666659037272,80.6333312988281,68516.6766666667,9.36333338419596,4.12333329518636,0.98000001907348
"4997","university of rhode island-2881",0.782046153846154,1070,23618.2,0.58355,0.64714,0.128855555555556,4525.35294117647,0.275921162294118,0.2452,13650.5,0.751535046100612,0.284873658705333,11415.3529411765,0.579999983310694,0.037999999523158,0.855999994277948,0.013999999687072,0.296000003814692,72705.3,18.4440002441406,11.8319999694824,88.1879989624023,71365.7,7.0019998550415,3.24600000381469,0.9579999923706
"4998","university of richmond-23173",0.3837,1292,52463.2,0.834911764705882,0.40928,0.149966666666667,868.470588235294,0.186843813352941,0.151466666666667,13120.6764705882,0.842444407939906,0.573679060665333,3303.64705882353,0.56200000047683,0.078000000119204,0.812000000476832,0.013999999687072,0.172000002861016,97155.2,23.1719997406005,14.9759998321533,90.9399993896484,82416.41,4.99800004959106,2.58399996757507,0.970000016689292
"4999","university of rochester-14627",0.679395816368601,1047.4372451298,28670.9630987533,0.7563,0.587502629787908,0.0687,1473,0.161554784333333,0.353911819782575,17125,0.644408797758188,0.330504575067643,4565.25,0.49500000476837,0.01999999955296,0.93500000238418,0.00499999988824,0.15999999642372,77198.75,19.3000001907348,13.7750000953674,86.6350021362304,72430.405,7.35500001907348,3.43999993801116,0.99000000953674
"5000","university of rochester-14627-001",0.4609,1320,28670.9630987533,0.8079,0.587502629787908,0.250195175645098,1642,0.135809988,0.353911819782575,17125,0.644408797758188,0.330504575067643,4449,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"5001","university of rochester-14627-0011",0.411481818181818,1323.36363636364,54777.2,0.820154545454545,0.53434,0.05945,1754.63636363636,0.148808781727273,0.159,19165.9545454545,0.75633778572082,0.301282051282,5115.18181818182,0.50999999046325,0.0249999994412,0.88999998569488,0,0.14500000327825,83974.5,20.0600004196166,14.9250001907348,87.9150009155273,75133.045,6.4850001335144,3.3050000667572,0.99000000953674
"5002","university of rochester-146270011",0.4915,1316,28670.9630987533,0.7271,0.587502629787908,0.0521,1470,0.1476190475,0.353911819782575,17125,0.644408797758188,0.330504575067643,4530,0.47999998927116,0.01999999955296,0.89999997615814,0.00999999977648,0.14000000059604,88486,19.7299995422363,14.8199996948242,87.4100036621093,73676.59,7.03000020980835,3.36999988555908,0.99000000953674
"5003","university of saint francis-468083994",0.8295,939,28670.9630987533,0.52455,0.587502629787908,0.3424,823.666666666667,0.495510652333333,0.353911819782575,7791.66666666667,0.644408797758188,0.330504575067643,1433,0.699999988079065,0.19500000029802,0.5949999988079,0.01999999955296,0.494999989867205,57468.75,11.7749996185302,6.26499986648559,96.5200004577636,59932.145,6.42000007629394,3.14499998092651,0.9249999821186
"5004","university of saint francis-fort wayne-46808-3994",0.535475,980,30591.75,0.5359,0.88425,0.22645,1157,0.41362035325,0.419775,19062.5,0.72777777910232,0.51218243684,1876.25,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"5005","university of saint francis-ft wayne-46808-399",0.6652,970,28670.9630987533,0.6182,0.587502629787908,0.250195175645098,1033,0.489835431,0.353911819782575,10938,0.644408797758188,0.330504575067643,1631,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"5006","university of saint francis-ft wayne-46808-3994",0.601414285714286,976.857142857143,28603,0.465285714285714,0.9344,0.268475,1000.71428571429,0.465406217571429,0.3332,13139.8571428571,0.748688519001,0.330504575067643,1690.85714285714,0.70999997854232,0.170000001788135,0.65500000119209,0.01499999966472,0.480000004172325,61334.5,12.0100002288818,6.42499995231628,96.7649993896484,62230.79,5.37000012397766,2.76999998092651,0.954999983310695
"5007","university of saint joseph-6117",0.8366,950,41921.5,0.55005,0.674,0.2183,476,0.4275510205,0.3279,23126.25,0.644408797758188,0.394,984,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"5008","university of saint mary-66048-508",0.7524,972,28670.9630987533,0.4286,0.587502629787908,0.250195175645098,326,0.417177914,0.353911819782575,9999.5,0.644408797758188,0.330504575067643,444,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"5009","university of saint mary-66048-5082",0.56251,978.9,28998.2,0.4196,0.72288,0.2711,423.1,0.4079004047,0.37095,13354.65,0.656750965118404,0.537106918239,608.6,0.55499997735023,0.14500000327825,0.68000000715255,0.029999999329445,0.415000006556505,58150.25,14.9499998092651,8.27500009536743,93.060001373291,62661.12,7.26499986648559,3.0550000667572,0.965000003576275
"5010","university of san diego-92110-249",0.6589,1169,28670.9630987533,0.7325,0.587502629787908,0.250195175645098,1735,0.273198847,0.353911819782575,12000,0.644408797758188,0.330504575067643,4904,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"5011","university of san diego-92110-2492",0.4996,1198.27272727273,53515.4,0.735345454545455,0.39946,0.0452333333333333,1726.27272727273,0.243944852454545,0.1436,14195.1363636364,0.78571382761001,0.593606570847333,5113.45454545455,0.634999990463255,0.034999999217685,0.78000000119209,0.01499999966472,0.260000005364415,66241.75,21.6949996948241,12.6050000190735,81.16499710083,78775.75,6.72499990463257,3.25999999046325,0.96500000357627
"5012","university of san diego-921102492",0.504,1153,28670.9630987533,0.66186,0.587502629787908,0.0677666666666667,1548.6,0.2516374608,0.353911819782575,13003,0.644408797758188,0.330504575067643,4504.2,0.600000003973637,0.0399999997268067,0.823333342870073,0.02999999932944,0.25333333512147,63377.3333333333,21.3733329772949,12.596666653951,80.9700012207031,76888.7833333333,7.1066665649414,3.3633333047231,0.956666668256117
"5013","university of san francisco-94117-108",0.742,1105,28670.9630987533,0.6594,0.587502629787908,0.250195175645098,1894,0.269271383,0.353911819782575,16051,0.644408797758188,0.330504575067643,4842,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"5014","university of san francisco-94117-1080",0.696645454545454,1118.90909090909,52389.2,0.675572727272727,0.52174,0.130983333333333,2013.90909090909,0.273824306727273,0.254483333333333,18246.1818181818,0.8054134607315,0.279761904762,5444.72727272727,0.66000002622604,0.085000000894065,0.754999995231625,0.01999999955296,0.27500000596046,69134.5,22.4300003051757,12.6500000953674,74.7649993896485,81958.345,6.6949999332428,3.25999999046326,0.96500000357627
"5015","university of san francisco-941171080",0.7919,1092,28670.9630987533,0.64002,0.587502629787908,0.2779,1606,0.297840576,0.353911819782575,16733.2,0.644408797758188,0.330504575067643,4535.6,0.653333346048987,0.126666667560733,0.646666665871933,0.0366666658471,0.296666661898287,62676.1666666667,22.6433334350586,12.7166668574015,74.3199996948242,82320.9633333333,6.62666670481364,3.18333331743876,0.970000008742007
"5016","university of science and arts of oklahoma-73018",0.679395816368601,1047.4372451298,28670.9630987533,0.253933333333333,0.587502629787908,0.3649,630.666666666667,0.490463162666667,0.353911819782575,5402.33333333333,0.644408797758188,0.330504575067643,1448.5,0.61500000953674,0.215000003576275,0.594999998807905,0.034999999217685,0.48499999940395,26237.5,11.2350001335144,5.30999994277954,96.9449996948241,44286.745,11.8050003051757,3.43999993801116,0.704999983310695
"5017","university of science and arts of oklahoma-73018-532",0.9121,990,28670.9630987533,0.3441,0.587502629787908,0.250195175645098,669,0.46935725,0.353911819782575,5938,0.644408797758188,0.330504575067643,1247,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"5018","university of science and arts of oklahoma-73018-5322",0.696318181818182,1020.45454545455,13671.2,0.317845454545455,0.45302,0.27115,562.636363636364,0.475358290272727,0.432633333333333,8403.68181818182,0.53533877730369,0,1099.90909090909,0.61000001430511,0.17999999970197,0.669999986886975,0.0249999994412,0.48499999940395,34648.5,11.9449996948242,5.59999990463256,96.5750007629394,46500.72,11.4149999618529,3.42500007152557,0.759999990463255
"5019","university of science and arts of oklahoma-730180001",0.679395816368601,1047.4372451298,28670.9630987533,0.242,0.587502629787908,0.250195175645098,621,0.497584541,0.353911819782575,5081,0.644408797758188,0.330504575067643,3857.35049110392,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"5020","university of science and arts of oklahoma-730185322",0.8418,970,28670.9630987533,0.2625,0.587502629787908,0.3578,590,0.513559322,0.353911819782575,5500,0.644408797758188,0.330504575067643,1225,0.63999998569488,0.20999999344348,0.61000001430511,0.03999999910593,0.50999999046325,31517,11.5600004196167,5.44999980926513,96.4199981689453,44270.69,12.25,3.50999999046325,0.74000000953674
"5021","university of scranton-18510",0.7879,1113,28670.9630987533,0.791066666666667,0.587502629787908,0.0954333333333333,1519,0.2788897635,0.353911819782575,16455.6666666667,0.644408797758188,0.330504575067643,4011.16666666667,0.586666663487743,0.02999999932944,0.91666668653488,0.00666666651765333,0.279999991257977,90660.3333333333,17.296667098999,10.9199997584024,90.793332417806,72054.8366666667,5.56333335240681,2.93666664759318,0.97666668891906
"5022","university of scranton-18510-462",0.7542,1113,28670.9630987533,0.7995,0.587502629787908,0.250195175645098,1693,0.256940343,0.353911819782575,17125,0.644408797758188,0.330504575067643,3982,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"5023","university of scranton-18510-4629",0.73498,1123.1,48019.8,0.80117,0.6665,0.0466666666666667,1639.9,0.2346447019,0.186516666666667,20136.7,0.813591492176052,0,3978.8,0.5949999988079,0.0249999994412,0.93000000715255,0.00999999977648,0.25999999046325,93141,17.375,11.1750001907348,90.5750007629394,73941.905,5.50999999046326,2.85000002384185,0.98000001907348
"5024","university of sioux falls-57105-169",0.9836,1019,28670.9630987533,0.4706,0.587502629787908,0.250195175645098,765,0.359477124,0.353911819782575,11000,0.644408797758188,0.330504575067643,1304,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"5025","university of sioux falls-57105-1699",0.884845454545455,1043.1,31973.4,0.498136363636364,0.7446,0.1784,710.181818181818,0.296172544,0.275816666666667,14310.1818181818,0.690437531471248,0,1203.09090909091,0.55000001192092,0.10000000149011,0.760000020265575,0.0249999994412,0.35000000894069,61324.5,16.7449998855591,6.23000001907348,96.5850028991699,57344.09,6.04500007629394,2.20000004768371,0.97500002384185
"5026","university of sioux falls-571051699",0.679395816368601,1010,28670.9630987533,0.4594,0.587502629787908,0.129833333333333,559.8,0.3538460434,0.353911819782575,10025.5,0.644408797758188,0.330504575067643,925.6,0.543333311875657,0.143333333233987,0.716666658719377,0.01999999955296,0.356666664282477,57033.8333333333,17.1099999745686,6.4900000890096,96.2133331298828,57896.0166666667,5.9433331489563,2.35000006357828,0.9833333492279
"5027","university of south alabama-36688-000",0.7633,1050,28670.9630987533,0.3352,0.587502629787908,0.250195175645098,4059,0.448386302,0.353911819782575,11867,0.644408797758188,0.330504575067643,10136,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"5028","university of south alabama-36688-0002",0.843672727272727,1011.18181818182,14719,0.353336363636364,0.50914,0.271633333333333,4699.72727272727,0.413170631,0.320983333333333,11960.3636363636,0.644397008419032,0.677115497224,10176.8181818182,0.64999997615814,0.170000001788135,0.58499997854232,0.04499999992549,0.43999999761581,31907.5,13.6900000572204,7.33500003814697,96.4799995422363,52202.51,12.3000001907348,3.86000001430511,0.90999999642372
"5029","university of south alabama-366880002",0.9339,950,28670.9630987533,0.32466,0.587502629787908,0.311333333333333,3341.2,0.4195274398,0.353911819782575,10779.3,0.644408797758188,0.330504575067643,5536,0.633333325386043,0.176666672031077,0.603333334128057,0.0533333333829967,0.416666656732553,35118.6666666667,14.289999961853,7.75666681925455,96.2566680908203,51987.74,12.0666666030883,3.79666662216186,0.926666676998137
"5030","university of south alabama-baldwin-36532",0.9339,950,28670.9630987533,0.3149,0.587502629787908,0.386566666666667,3341.2,0.4195274398,0.353911819782575,10779.3,0.644408797758188,0.330504575067643,4864.2,0.633333325386043,0.176666672031077,0.603333334128057,0.0533333333829967,0.416666656732553,35118.6666666667,14.289999961853,7.75666681925455,96.2566680908203,51987.74,12.0666666030883,3.79666662216186,0.926666676998137
"5031","university of south alabama-baldwin-36532-2520",0.9279,1010,28670.9630987533,0.334,0.587502629787908,0.250195175645098,3982,0.449020593,0.353911819782575,11000,0.644408797758188,0.330504575067643,4751,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"5032","university of south carolina at aiken-29801",0.5773,959,28670.9630987533,0.3491,0.587502629787908,0.2859,1069.8,0.4444693378,0.353911819782575,10697,0.644408797758188,0.330504575067643,2797.8,0.686666647593177,0.176666667064027,0.65333332618077,0.0399999997268067,0.43999999761581,42660.5,13.869999885559,7.35666672388712,96.1366678873698,54574.0733333333,11.1233336130777,3.65333334604898,0.913333336512247
"5033","university of south carolina at beaufort-29902",0.9277,938,28670.9630987533,0.51127113245952,0.587502629787908,0.3853,324.333333333333,0.460276915666667,0.353911819782575,3571.83333333333,0.644408797758188,0.330504575067643,633.666666666667,0.753333330154413,0.32666667302449,0.449999988079067,0.07999999945362,0.46000000834465,28957.8333333333,16.6433334350586,9.52666664123533,93.3533325195312,58505.9533333333,9.92333316802978,2.83666666348775,0.54333333174387
"5034","university of south carolina at columbia-29208",0.6969,1098,28670.9630987533,0.574883333333333,0.587502629787908,0.1291,5080.5,0.309267870166667,0.353911819782575,14380.4166666667,0.644408797758188,0.330504575067643,14636.6666666667,0.569999992847437,0.07000000029802,0.796666681766507,0.0366666658471,0.30666667222976,53634.8333333333,16.9733333587646,9.17999998728434,94.8133341471354,57383.7366666667,9.49333349863688,3.5366666316986,0.946666657924647
"5035","university of south carolina at lancaster-29720",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.35,238,0.554621849,0.353911819782575,5004,0.644408797758188,0.330504575067643,608,0.69999998807907,0.15999999642372,0.62999999523162,0.02999999932944,0.55000001192092,36408.5,7.09000015258789,3.90000009536743,97.7200012207031,47588.26,10.5600004196167,3.88000011444091,0.69999998807907
"5036","university of south carolina at lancaster-29721",0.8922,893,28670.9630987533,0.51127113245952,0.587502629787908,0.31595,274,0.5381927606,0.353911819782575,4405.2,0.644408797758188,0.330504575067643,602,0.69500002264976,0.164999999105925,0.655000001192085,0.0249999994412,0.55000001192092,33987.5,6.83000016212463,3.71000003814696,98.1249999999999,46619.635,10.9050002098083,4.21499991416931,0.670000016689295
"5037","university of south carolina at salkehatchie-29810",0.8793,852,28670.9630987533,0.51127113245952,0.587502629787908,0.294466666666667,336,0.5845442705,0.353911819782575,5038.5,0.644408797758188,0.330504575067643,509.833333333333,0.726666669050847,0.206666663289063,0.58000000317891,0.03333333258827,0.58000000317891,24199.1666666667,8.1299999554952,3.57000001271565,98.3199996948242,40152.27,18.523333231608,3.83666666348775,0.6733333269755
"5038","university of south carolina at spartanburg-29303",0.679395816368601,1047.4372451298,28670.9630987533,0.332625,0.587502629787908,0.30035,1415,0.42003623525,0.353911819782575,9303.75,0.644408797758188,0.330504575067643,3255.75,0.680000007152555,0.155000001192085,0.65999999642372,0.034999999217685,0.41999998688697,41187,14.2300000190735,6.99000000953674,95.4599990844727,54735.43,9.29500007629395,3.29499995708465,0.91500002145767
"5039","university of south carolina at spartanburg-29303-4999",0.8055,957,28670.9630987533,0.363,0.587502629787908,0.250195175645098,1981,0.455325593,0.353911819782575,10500,0.644408797758188,0.330504575067643,4111,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
