UNITID,Similar School 1,Similar School 2,Similar School 3,Similar School 4,Similar School 5,Similar School 6,Similar School 7,Similar School 8,Similar School 9,Similar School 10,Similar School 11,Similar School 12,Similar School 13,Similar School 14,Similar School 15
238616,180814,206862,148584,194958,215655,15468802,15468801,146612,130253,178244,19554401,176053,152600,147013,192448
238661,168421,16822701,16822702,16822703,150534,129525,143358,147129,147660,459736,213987,154235,114549,153144,148593
238980,210739,123554,200217,231068,239080,129941,112075,215442,212984,193353,216694,188207,198136,146612,165495
239017,145646,218973,212577,170301,170532,212009,212674,222983,143084,128902,196866,233301,162654,206525,237057
239071,144971,203845,189848,15336601,204185,480189,216357,156213,197911,204635,201654,230047,228981,173452,208822
239080,240107,216931,195234,184773,215929,221971,233541,150066,176479,183211,232557,140447,177968,164739,121691
239105,144740,131159,228875,122436,122612,207971,193654,120883,195809,174914,13247101,194310,163046,165662,229267
239169,193830,112525,145558,143853,423643,117636,215123,204477,223223,188580,193405,177834,179812,243744,214564
239309,202046,174127,215105,112570,177746,194578,214148,366368,108870,169442,214971,449764,110370,192712,202170
239318,165671,207582,160065,152336,102669,238193,181604,239390,193399,173328,215099,262022,215442,217518,131450
239390,181604,238193,207582,152336,131450,102669,165671,175005,211556,239318,163578,211431,167783,119173,118888
239424,455099,195155,177126,366793,206288,177278,177092,211130,124283,206215,216816,179317,122603,139348,175139
239512,147341,191533,106342,146427,153834,195216,160959,153384,157535,161086,168546,230898,181020,154527,183275
239628,150455,210669,206589,156408,174844,191630,216278,150400,179946,153108,230816,203535,154527,150756,209065
239637,167464,216047,434937,195438,441609,137272,148885,165945,125718,446604,177816,476601,245777,179317,206215
239716,173300,142294,233426,183239,125727,238476,231059,183275,384254,232308,174747,233718,100937,220710,156745
239743,221731,445267,140234,201371,139630,152363,217907,168528,157100,440411,206835,146825,202514,176947,237118
240107,239080,233541,150066,221971,170675,216931,195234,184773,176479,140447,215929,232557,127653,164739,130314
240189,176965,240462,155681,196194,216038,156620,181783,139861,197869,196246,240417,196149,240365,240480,213349
240213,15483701,23384201,21036801,21036802,459745,143978,209296,110307,220996,455664,142832,193894,369659,179450,437316
240268,130776,174233,230782,159966,240329,186371,178615,154095,240480,237011,200280,168263,155399,198464,151360
240277,231712,128106,230764,218724,179566,182290,126818,200332,221759,229115,213613,168430,232982,217819,235167
240329,154095,237011,232423,233277,110538,164076,173920,240365,174783,101879,211158,161554,159717,228802,218964
240338,157818,181446,198613,148849,221351,120254,192864,454184,209922,209056,126678,116846,173902,234173,209065
240365,211158,174783,179557,212115,106704,233277,165866,160612,173920,159717,154095,171137,157951,106458,237011
240374,237899,441186,167288,167987,174358,238476,207722,218742,214698,436827,215275,230834,151306,210146,240426
240417,240462,240189,181783,176965,156620,155681,216038,196194,196246,139861,197869,196149,216010,213349,149231
240426,235167,214591,409698,441937,219082,173124,207500,219046,240277,186876,176035,145813,232681,243780,218724
240444,139959,178396,134097,209551,218663,126818,221759,170976,134130,234030,104151,230764,100663,100706,200332
240453,156125,202134,151111,159939,206084,448886,228769,126562,199148,420574,209807,407009,178402,220862,185828
240462,240189,240417,176965,156620,181783,155681,196194,216038,196246,139861,197869,196149,240365,240471,181215
240471,240480,213783,175272,196158,107071,234827,240462,240189,207847,174233,174358,220215,199281,230834,232566
240480,240471,196158,213783,175272,234827,107071,23693902,240189,236939,178615,232566,207388,197869,217819,155681
240727,219356,176017,171128,178411,200280,230728,182290,232566,155399,180461,207388,161253,178615,231174,238032
240754,187648,208646,207306,173124,102632,141565,176035,196185,206914,18017901,181215,409698,155061,180522,180948
241100,241128,461795,456490,207856,449870,118693,213303,363916,241216,167260,459727,236133,243586,204468,221661
241128,241100,461795,449870,456490,459727,118693,207856,213303,363916,236133,135610,241216,167251,221661,149505
241191,221014,198215,243586,197984,241216,241128,138293,115773,241100,235769,167394,154855,182634,155414,221731
241216,243586,137564,230852,237312,154004,134079,243115,198835,238078,241128,147244,385619,150145,241100,106713
241225,241377,120184,243601,243443,178721,132842,183974,183910,102049,155520,225399,236230,144962,214069,237066
241331,220996,110307,108269,369659,209296,459745,123095,240213,243823,21036801,21036802,23384201,15483701,143978,480198
241377,241225,120184,243601,243443,363916,456490,178721,132842,241128,241100,169479,225399,183910,183974,235422
241386,363907,363916,243346,213987,226383,150534,102234,241410,241395,439446,150172,128106,367884,438869,457174
241395,226471,193399,363916,241386,241410,363907,243443,241225,228149,119173,243601,245847,241377,137032,228459
241410,243601,243346,227331,241386,238661,363907,168421,241225,243443,228149,226152,241395,231651,22870501,123651
241614,260947,137962,436614,217606,177816,165945,137272,213400,125718,135364,154837,148885,476717,439817,175139
241739,147679,228149,224004,229160,151263,243346,110361,137847,11917301,173045,225627,224226,148627,169716,204617
241766,241951,166674,243221,104179,224147,228778,236948,186399,110583,185828,243203,139755,122409,225511,137351
241951,241766,166674,243221,243203,110583,185828,186399,224147,122409,104179,145600,110592,225511,122597,448886
243081,219240,14736902,14736901,108861,149028,120795,148593,233842,169099,165705,112127,190080,459736,16822702,16822701
243106,243151,243179,243133,141981,447689,243212,196042,214731,214670,214704,218645,243115,139311,243142,214652
243115,243106,243212,243151,243197,243179,151333,241216,243133,214689,142328,178341,230737,178387,227368,243142
243133,243179,243151,243106,243212,196042,218645,214731,214670,447689,197027,214704,141981,139311,243115,110565
243142,243212,243179,243106,226152,243151,243133,111188,243203,243115,225432,229018,112394,228796,110510,104151
243151,243106,243133,243179,243212,447689,141981,214670,196042,218645,214731,214704,243115,139311,366711,110565
243179,243133,243106,243151,243212,214731,196042,447689,218645,214704,214670,141981,243142,243115,139311,197027
243197,127741,138354,198464,220075,151324,243115,224147,110714,228723,126614,110538,230728,153658,106397,155317
243203,207342,228796,187985,190600,228644,190637,241951,196255,110556,229027,110608,243221,110486,229300,159373
243212,243142,243151,243106,243179,243133,111188,243115,229018,229179,110510,230764,104151,227216,229115,126818
243221,122409,228769,178402,126562,199148,448886,156125,407009,185828,186399,228796,159939,216339,209807,229027
243346,241739,128744,217235,183026,110413,165167,222178,232706,166452,111948,170037,363907,129525,112075,241386
243443,225399,125897,117627,241225,228149,148335,114813,243577,219833,176628,195544,199412,134945,241377,225627
243498,150288,176600,227289,210368,127273,173896,157298,220871,224305,131973,160029,414966,223001,196884,146977
243577,225627,243443,228149,227863,225399,193399,125897,227331,241739,186432,243203,228796,119173,456490,117627
243586,241216,199209,137564,241191,385619,131098,448804,237312,154004,147244,241128,230852,134079,180258,198835
243601,241225,241410,241377,132471,186584,110097,117140,213011,109785,456490,227331,195720,136215,145619,191649
243665,180416,200572,230931,237385,161226,170639,209506,219259,237215,180522,176044,24366501,180692,200059,231420
243744,186131,179867,139658,168148,152080,135726,130794,215062,198419,182670,190415,166027,144050,147767,166683
243780,207500,110705,233921,240444,130943,153658,228723,139755,181464,129020,174066,153603,159391,166629,199193
243823,143978,21036801,15483701,21036802,23384201,142832,240213,193894,455664,459745,220996,209296,110307,369659,437316
244190,402828,369002,122649,409616,172477,480134,167215,232885,228194,126049,11508305,11508306,11508303,141936,235547
245652,232025,120865,174792,191515,237181,238333,231059,145691,153162,156745,163976,150668,215798,168281,233426
245731,405854,375230,216311,193052,197610,189264,405058,444413,189857,193247,189273,197018,196431,194657,192624
245777,205124,194736,247773,186900,163532,446604,186186,194693,195438,197674,194189,420325,197735,441609,434937
245838,184603,186283,15468801,15468802,19554401,184694,211088,193016,148496,192749,178244,193353,193584,209612,201195
245847,238458,232609,213321,232672,105589,153278,450766,102395,446932,114549,206525,210571,113698,195234,213668
245865,107044,179964,179326,140818,198561,230995,216694,202763,151801,206048,245838,15468801,15468802,19554401,195164
245883,114813,105367,199412,176628,144281,219833,134945,168290,195544,115728,150163,118888,207324,197197,245892
245892,219949,163462,155812,245883,446932,198136,199412,116712,154688,201548,210429,217688,105367,176628,206437
245953,198598,11577301,414878,181738,103787,151786,214883,181093,168227,210304,220206,174437,151290,195173,199069
246345,215628,178518,147031,157207,210368,15178601,150288,220871,10704401,227289,224305,173896,157298,127273,223001
246789,189981,122728,204990,200873,237136,220473,446233,160409,195580,203067,186122,120795,122603,112127,175139
247773,205124,186900,245777,194736,163532,420325,197674,186186,194693,446604,197735,194189,195438,441609,384421
247825,388520,243498,213640,227289,176600,150288,210368,220871,143659,224305,215628,146728,173896,127273,172033
251312,439297,440466,445319,480082,459259,443784,133465,450298,453215,448567,23368410,44378401,44376603,44376602,44376601
260813,146393,381787,151786,449898,434982,454856,454245,475741,454236,113582,477039,443687,11458501,178226,168227
260901,105516,139579,153418,405979,154022,421018,450492,434946,405988,233684,447652,406006,432232,101116,443924
260910,468024,468006,153418,173984,153409,367024,420866,459259,459268,138813,181242,220552,451796,421018,480082
260947,165945,213400,217606,177816,436614,125718,148885,476717,476601,137962,135364,175139,203997,241614,195580
260956,426314,166717,213446,169220,114549,239080,446932,154536,167181,174899,146533,151865,110778,188535,172608
262022,14902801,10704401,157207,147031,203067,178518,246345,215628,19457801,15178601,223001,144014,215424,131973,146977
262086,164447,232706,129525,224323,112075,212601,166452,128498,192323,143358,235316,148405,153269,128744,183026
262129,199111,163912,127556,237057,160977,143084,238333,231174,237011,222983,162654,126614,170532,170301,155317
363712,217040,183804,137777,193061,219842,164474,185758,172705,154536,145275,213631,194675,196583,405058,197744
363721,190682,110398,172644,220862,434715,440916,228769,206084,202134,126049,225511,455169,224147,159939,20627906
363907,241386,363916,243346,226383,213987,150534,241410,102234,439446,241395,367884,128106,150172,438869,184612
363916,241386,367884,363907,150172,184612,241128,241100,190761,164085,241377,195243,456481,241225,203757,228325
363934,112394,450492,154518,153375,443410,460871,449481,443881,447801,198969,451510,146339,444990,445692,101189
364122,148575,148593,149028,147129,455433,117520,420246,384306,177427,126012,441104,133872,149763,179450,238324
366003,213446,151865,154536,185758,213631,172705,219842,164474,145275,443340,206154,260947,123280,166045,213400
366368,108870,202170,166984,143048,110370,214971,112570,202046,163295,449764,169442,164748,194578,177746,235024
366535,438869,457174,136066,475273,128498,455433,177427,420246,147129,441104,117520,126012,172477,384306,439446
366605,455178,436261,114114,475732,439394,448239,420866,439020,444699,447801,447698,434441,114585,130581,439914
366711,451671,168263,377555,186201,101709,123572,110529,128771,110565,163268,433660,185590,234827,210429,168430
366748,439057,428268,445717,434991,442569,450544,436094,450535,448734,104717,372213,145770,419509,434982,146393
366793,206288,177126,195155,239424,216816,455099,177092,177278,206215,124283,179317,139348,122603,211130,126979
367024,459259,480082,448628,445276,153418,475635,432241,432232,468024,405988,438416,452090,440466,468006,459268
367194,145460,449010,210942,197151,126702,142887,113582,108232,458496,458982,148177,117928,234492,208239,222938
367884,203757,164085,157809,184612,190761,228325,150172,199032,199962,363916,206349,195243,428259,217518,169479
367936,145770,137148,420866,458964,474979,421018,450456,442152,468006,372213,436438,438586,442161,468024,448822
367954,446002,454227,451130,434441,466921,461883,442222,429094,446039,11458501,164915,141936,439914,447801,401250
369002,402828,122649,244190,409616,167215,172477,228194,126049,11508305,11508306,11508303,20627905,20627901,20627902,20627903
369659,108269,209296,110307,459745,220996,240213,15483701,23384201,21036801,21036802,123095,143978,480198,442949,445735
372213,126827,145770,125231,413413,419509,434982,442143,406006,442170,440448,446747,458973,459994,445717,440457
372222,419509,405979,406006,405997,434955,104717,131803,444158,105516,372213,434982,434946,445717,420042,380465
372958,439288,445708,445249,457174,20627903,20627901,20627902,20627905,20627906,459824,123952,445735,220996,240213,11508306
374024,238573,235547,233356,164915,141936,147590,167598,232885,401250,123943,480134,457183,177986,117672,228866
375230,405854,193052,197610,189857,189264,197018,444413,194657,216311,149329,405058,197647,192624,193247,189273
377546,367194,480073,110185,165495,113582,197151,115746,145460,117168,451796,208239,451820,142887,104665,167321
377555,186201,451671,101709,366711,168263,196088,196097,144962,163286,377564,232186,186371,186876,129020,185590
377564,226833,217819,448840,159416,229018,168430,151342,377555,228787,186876,240444,209551,126818,234030,104151
380465,405988,434946,432232,444723,445319,105516,372222,443784,419509,432241,434955,44378401,44376603,44376602,44376601
381787,434982,121381,443687,449898,146393,445300,122843,437848,260813,178226,450094,127024,108232,104717,441973
382063,442161,450456,474979,448822,458964,434973,404338,479770,432223,440448,446747,445133,442152,474951,449038
383020,114585,454856,439020,447698,447801,430704,454236,454245,367954,11458501,429094,455178,130581,444699,436261
383996,187666,188021,420538,188003,187994,215309,187967,188049,228501,188225,126182,440402,106467,160038,187620
384254,233426,173300,183239,142294,231059,125727,239716,238476,232308,174747,239628,145646,157818,124292,233718
384306,455433,420246,439446,117520,475273,177427,147129,441104,148593,126012,149028,133872,148575,364122,177038
384412,18922801,189228,458973,445133,443766,459994,446765,440439,442170,450483,443474,446747,440448,440457,458885
384421,451398,451370,476692,194693,476601,194736,476717,199759,186186,194189,245777,461847,186900,205124,163532
385619,448804,153126,106713,237312,154004,199209,217633,166391,156356,198835,147244,190983,137564,238078,166948
388520,247825,243498,110060,176600,439613,227289,150288,139153,127714,213640,210368,143659,220871,127273,224305
392840,108870,366368,112570,235024,166984,143048,202170,449764,169442,201061,163295,164748,239309,164872,202046
398130,127024,406194,211477,445391,440147,438416,440484,367954,454227,167251,381787,191205,451130,434441,446002
399911,197133,198385,212911,112260,146481,164465,121345,216524,216287,228343,195304,233295,125763,218070,204909
401250,141936,164915,480134,235547,374024,123943,439783,232885,238573,233356,117672,147590,457183,177986,167598
402615,447661,450492,173984,440466,474702,260901,105516,474960,443924,439057,220552,439297,106102,421009,474951
402776,104188,173887,450094,222938,458982,142887,113582,117113,134811,126702,441973,119775,210942,117928,108232
402828,369002,409616,122649,244190,11508306,11508305,11508303,167215,172477,228194,231147,188535,123970,20627906,126049
404338,474979,450456,458964,448822,434973,442161,382063,455178,451796,18922801,468024,366605,436261,468006,453215
405058,193247,196583,189264,196431,444413,189273,431983,194657,197647,126076,192624,216311,197610,149329,189857
405854,375230,197610,193052,189264,189857,444413,405058,193247,197018,189273,194657,196431,197647,192624,196583
405979,405997,406006,419509,372222,434955,104717,131803,444158,434946,105516,434982,260901,421018,440448,372213
405988,432232,434946,380465,444723,432223,419509,432241,442152,439297,105516,440466,406006,104717,23368411,44376602
405997,406006,405979,419509,372222,434955,104717,131803,444158,434946,440448,105516,434982,442143,446747,442170
406006,419509,434955,405997,405979,372222,104717,131803,444158,440448,434946,105516,446747,442143,434982,372213
406194,440147,398130,445391,211477,127024,438416,440484,178226,122843,121381,434964,443687,445276,446808,447458
407009,209807,448886,420574,199148,126562,202134,156125,240453,228769,220862,159939,151111,206084,178402,216339
407629,154156,179812,148511,193405,166708,117636,143853,435000,223223,112525,106263,172477,149028,117520,420246
409254,455804,189015,38561901,38561902,148982,142832,131973,223001,215424,150215,146977,173045,196884,144014,146241
409616,402828,369002,122649,244190,215655,186584,130226,129242,110097,152600,195720,169424,195003,166850,15468802
409698,235167,214591,441937,240426,186876,210146,207500,236452,441186,165820,110705,183062,232681,436818,231712
410502,450094,468015,441973,224776,126702,458496,117113,458982,210942,117928,446792,148177,108232,146010,119775
412599,445249,366535,177719,445708,388520,215099,213367,199272,198613,149763,243823,110060,20627906,20627901,20627902
413413,125231,372213,145770,126827,444158,444130,456348,442569,458973,459994,443766,419509,442143,440457,443474
414823,439288,169424,186584,167394,166850,445708,110097,440031,409616,215655,194958,139348,15468802,124283,15468801
414878,198598,181738,245953,214883,220206,151786,168227,181093,11577301,210304,442949,174437,234915,115083,455664
414966,191320,127273,157298,131973,224305,173896,146977,196884,223001,215424,150215,160029,210368,150288,144014
416801,196228,163259,229300,167093,228909,110699,209490,145628,196255,228644,159373,149763,181428,166869,186399
417752,436614,137962,462354,260947,203997,179256,211130,175139,165945,142090,215619,195580,476717,177816,213400
419457,447801,460871,121983,442222,450535,436094,449481,420866,450526,437097,458955,450377,233684,458229,447652
419509,406006,405997,434955,372222,405979,104717,131803,444158,372213,105516,442143,405988,446747,445717,440448
420042,442143,443890,430087,419509,406006,446747,445717,372213,434955,440448,440457,372222,443474,405997,450483
420246,384306,455433,439446,117520,475273,177427,441104,147129,126012,149028,148593,133872,148575,364122,454838
420325,247773,186900,194736,205124,197674,245777,163532,194693,186186,197735,194189,446604,195438,441609,384421
420538,215309,383996,171456,187666,169910,157401,200846,157386,201946,170639,221847,106467,211644,180461,240727
420574,448886,407009,240453,202134,126562,209807,159939,206084,228769,199148,185828,156125,151111,178402,216339
420866,455178,366605,436261,475732,114114,439394,436094,450535,121983,442222,419457,367936,110778,448239,167181
421009,474960,474951,450474,450377,443924,447652,474702,458885,233684,443474,440457,450456,448567,474979,432223
421018,442152,479770,445027,474979,434946,450456,406006,442161,405979,434955,448822,260901,131803,105516,438586
423643,145558,193830,239169,143853,112525,117636,214564,193405,215123,204477,139658,121150,188580,223223,213385
426314,260956,151865,213446,133553,213631,154536,166717,167181,172705,110778,188535,174899,169628,164474,172608
428259,204468,461795,120537,475200,449870,135610,190248,149505,167251,459727,191621,167394,207856,198899,236133
428268,439057,366748,445717,434991,442569,450535,450544,436094,145770,448734,372213,104717,459268,458973,434982
428286,451796,138813,445124,110185,188146,447458,173887,119775,432533,443410,126702,450094,410502,210942,448239
429085,446039,429094,11458501,439914,130581,430704,444699,447698,439020,441308,454856,454245,460738,457129,466930
429094,11458501,446039,439914,429085,447698,444699,430704,441308,130581,439020,466930,457129,454245,454856,454236
430087,442143,420042,443890,442170,432241,459994,434982,440448,419509,406006,372213,405997,458973,446747,104717
430184,453215,458919,450298,43018401,44903801,44378406,44378405,44378403,44378401,44376603,44376602,44376601,43018404,43018403,43018402
430670,188580,167181,407629,117636,154156,169220,166717,260956,148511,213446,113698,169628,172608,188535,146533
430704,429094,11458501,446039,429085,439914,444699,454245,447698,441308,130581,457129,466930,439020,454236,475741
430810,217493,140951,109651,163295,192110,214971,192323,148575,167057,211893,199184,153269,217402,166984,232706
431983,196431,126076,189273,197647,444413,405058,196583,193247,194657,192624,189264,149329,216311,189857,167677
432223,45897304,43018402,44903802,44903801,44378406,44378405,44378403,44378401,44376603,44376602,44376601,43018404,43018403,23368411,44903804
432232,405988,434946,380465,444723,134237,440466,104717,440147,367024,432223,438416,432241,449038,419509,405979
432241,434964,438416,454829,442143,405988,434946,430087,43018403,13180301,43018401,43018402,45897304,43018404,44376601,44376603
432357,192554,189015,15468801,15468802,19554401,148982,402828,112251,186283,369002,188429,440031,191649,186584,194091
432533,138813,451796,445124,110185,188146,222938,134811,148177,234492,448576,428286,451820,458982,208239,451848
433004,447458,446002,451130,117636,458210,475635,443331,367954,458229,134237,461883,454227,186867,143853,434441
433165,143303,143297,179450,238573,147129,110778,148593,455433,374024,455664,437316,143978,454838,15483701,21036802
433387,474863,209108,147013,206862,180814,148584,176053,192563,190725,217776,144351,143118,238616,146612,193016
433660,167729,140164,149231,128771,123572,157447,217420,165024,206941,169798,214607,170082,214041,214713,184782
434414,451370,384421,165644,451398,476692,476717,177816,476601,194189,194693,199759,186900,245777,194736,179955
434441,367954,451130,446002,454227,461883,466921,439020,436261,114585,366605,130581,442222,114114,460738,447801
434715,455169,138929,450942,451510,146241,454689,11508306,11508305,11508303,190682,20627906,126049,20627903,20627905,20627902
434937,441609,195438,446604,239637,216047,167464,197735,245777,476601,205124,137272,177816,197674,163532,476692
434946,405988,432232,380465,444723,406006,405997,438416,105516,421018,405979,419509,434955,432241,448567,439297
434955,406006,419509,405997,405979,131803,372222,104717,444158,440448,446747,442143,434946,105516,450483,442170
434964,432241,454829,430184,440466,446808,445319,406194,443890,453215,432232,449038,434441,432223,405988,420042
434973,450456,474979,448822,442161,382063,458964,404338,440439,446738,443474,442152,440457,421009,445133,432223
434982,445300,381787,449898,146393,121381,122843,443687,178226,437848,438416,260813,442170,442143,372213,440448
434991,445717,428268,439057,366748,440439,446738,442569,126827,445133,440466,440457,104717,443474,459994,419509
435000,106263,166708,229337,218335,231970,176026,196307,159373,229300,181428,110699,228653,163259,228644,209490
436094,450535,441308,11458501,447698,444699,446039,439914,429085,430704,475741,429094,439020,454245,457129,460738
436261,366605,455178,114114,475732,439394,448239,420866,439020,114585,444699,447801,447698,434441,441308,439914
436438,137148,447272,442222,145770,121983,372213,452090,443784,434946,432241,405988,367936,44376603,44376602,44376601
436614,260947,177816,175139,195580,215619,203997,165945,122603,417752,179317,206215,213400,137962,476601,125718
436818,436827,436836,243780,145813,207500,196079,440828,232681,186876,110705,456959,214591,218742,167987,204839
436827,436818,204839,436836,440828,243780,214591,174358,186876,207500,145813,167987,232681,204006,456959,165820
436836,456959,436818,240444,228787,134097,229115,134130,139959,170976,199218,221759,182290,231712,104151,126818
437097,449481,447801,458229,460871,451510,429085,148575,420246,480301,130581,149028,384306,460738,446039,455433
437316,179450,142832,240213,143978,21036801,15483701,21036802,23384201,166869,455664,193894,459745,167093,194073,149763
437848,122843,178226,121381,381787,146393,449898,443687,434982,440484,445300,181400,260813,222938,181242,208239
438416,445391,133465,440484,211477,127024,442639,440147,398130,434982,432241,406194,434946,44378401,44376602,44376601
438586,442152,474979,450456,458955,443890,421018,458964,434973,442143,442161,448822,451796,468006,468024,420042
438869,445249,457174,366535,475273,455433,420246,175421,439446,384306,460783,172477,114840,117520,148575,149028
439020,444699,447698,439914,460738,441308,130581,446039,429094,11458501,429085,430704,454856,454245,466930,457129
439057,428268,366748,445717,434991,442569,450535,448734,436094,450544,104717,372213,145770,434982,459268,146393
439279,450456,450474,474960,450483,448567,442161,474951,440448,448822,474979,443924,446747,443474,421009,440457
439288,445708,173045,169716,215105,169442,437316,240338,414823,174127,152336,131973,455804,219833,215424,223001
439297,251312,445319,440466,448567,432223,450298,44376602,43018402,43018403,43018404,44376601,44378403,44376603,44378401,23368411
439394,475732,455178,366605,436261,114114,449481,448239,429085,446002,446039,110778,166717,420866,429094,461883
439446,420246,384306,475273,455433,441104,117520,177427,126012,147129,149028,133872,148593,148575,364122,449481
439613,219505,388520,247825,447953,139153,146728,215628,127714,246345,110918,172033,176789,444778,227289,243498
439701,164614,457226,475608,201858,246345,215628,209287,172033,146728,455257,176789,167677,178518,220871,210368
439783,141936,164915,401250,235547,374024,480134,232885,123943,233356,238573,117672,147590,457183,122117,123633
439817,216463,126979,216816,366793,154837,206288,203997,206215,195155,177092,177126,175139,122603,177278,239424
439862,148885,113704,213640,125718,147369,143659,110060,176600,165945,243498,192040,476601,150288,177816,146728
439914,444699,447698,429094,11458501,441308,446039,439020,130581,429085,430704,460738,466930,457129,454245,454856
440031,186584,169424,409616,215655,112251,139348,110097,124283,177092,15468802,19554401,15468801,177278,179317,206215
440147,211477,406194,445391,438416,398130,443687,127024,133465,440484,445276,432232,381787,453163,121381,126030
440341,452027,448576,451820,451848,127945,210942,126702,224776,441973,456010,450085,167321,148177,112394,117113
440402,420538,181534,181765,206613,187620,218672,201955,187958,230913,201946,203456,200846,161299,215309,187994
440411,107141,150677,152363,201371,152530,145372,152567,221731,219790,140234,207403,206835,239743,173452,154101
440420,432223,448567,43018401,44903802,44903801,44378406,44378405,44378403,44378401,44376603,44376602,43018404,43018403,43018402,23368410
440439,446738,445133,440457,443474,446747,458973,459994,450483,440448,443766,442170,18922801,443544,446765,189228
440448,446747,442170,450483,440457,443474,458973,443544,459994,443766,446765,440439,18922801,446738,445133,189228
440457,443474,446747,450483,440448,440439,459994,458973,442170,443766,446738,443544,445133,18922801,446765,189228
440466,445319,439297,251312,434964,432232,434991,405988,445717,446808,432223,367024,402615,211477,452090,449038
440484,133465,438416,191205,211477,127024,437848,398130,445391,440147,406194,442639,381787,122843,183789,146393
440794,444778,219505,246345,157207,178518,110918,147031,215628,201858,247825,15178601,227289,224305,439613,243498
440828,209542,23693903,23693901,153603,155317,200280,154095,212018,153658,233277,237011,172699,231174,174783,240365
440916,171146,100663,226091,10236803,10236801,22870501,212018,363721,227216,232982,234030,104151,228787,451510,139366
440925,134680,456010,167321,446808,130110,447458,446792,148177,442231,438416,451820,432241,451796,458982,448576
441104,177427,126012,117520,147129,149028,384306,420246,455433,439446,148593,148575,475273,364122,133872,177038
441186,240374,409698,110705,436818,196219,186876,196079,214768,142294,232681,207500,145813,214801,243780,436827
441308,447698,444699,439914,11458501,439020,429094,446039,460738,457129,466930,454245,130581,429085,430704,454236
441478,120838,146490,218751,172608,442897,236452,130989,456481,169327,202806,142294,206154,152822,171492,161457
441511,199971,139153,443049,113704,458113,219505,388520,115214,247825,114840,206154,176451,221856,439613,135364
441609,434937,446604,195438,167464,216047,239637,245777,205124,197735,163532,197674,476601,247773,137272,476692
441690,444398,475608,110918,457226,388520,172033,247825,439701,444778,110060,167677,146728,215628,227289,246345
441900,127565,196291,225432,414878,202134,174075,126562,190691,218742,228769,240453,142328,200059,198598,209506
441937,409698,235167,240426,214591,186876,110705,232681,145813,207500,436818,196079,196185,441186,129215,231712
441973,117928,450094,117113,468015,224776,458982,148177,458496,210942,108232,410502,134811,126702,222938,197832
441982,197221,115409,152080,164580,179867,168148,216597,216287,135726,139658,243744,213385,197133,121150,212911
442143,430087,420042,443890,442170,440448,419509,434982,432241,372213,446747,406006,459994,440457,434955,458973
442152,421018,479770,445027,450456,474979,434973,438586,419509,405988,442161,434955,434946,406006,448822,458964
442161,450456,448822,474979,458964,382063,434973,404338,440448,442170,443924,446747,439279,474960,450474,474951
442170,440448,446747,459994,458973,440457,443544,450483,443474,443766,18922801,440439,446738,446765,445133,189228
442222,121983,367954,434441,446002,451130,454227,461883,466921,450535,419457,420866,436094,137148,452090,126030
442231,446668,183789,450465,440925,134237,134680,126030,446002,456010,446808,367954,432232,405988,367024,460783
442569,428268,439057,366748,445717,454689,434991,125231,164438,444158,456348,413413,460738,441308,447698,439020
442639,438416,133465,191205,445391,440484,211477,127024,445300,428259,440147,453215,480082,183789,448567,251312
442897,146490,130989,428259,456481,126979,216463,213011,374024,439817,180814,206288,216816,366793,217776,178721
442949,369659,209296,21036801,21036802,23384201,15483701,459745,143978,240213,110307,455664,220996,193894,180878,179450
443049,113704,115214,176451,108861,114840,14736902,14736901,169099,219240,120795,233842,190080,165705,112127,459736
443058,157030,153320,177083,134510,135364,153241,156417,198808,174525,246789,459736,215619,207157,206154,190080
443331,458210,477039,454856,429085,429094,446039,439914,444699,130581,430704,11458501,439020,447698,441308,460738
443340,185758,154536,213446,151865,219842,172705,213631,123280,164474,145275,183804,449658,155496,366003,101453
443410,182661,448239,214689,451060,230852,238078,147244,134079,154004,217749,436261,237312,114114,455178,363934
443474,440457,450483,446747,440448,440439,458973,443766,459994,446738,442170,443544,445133,446765,18922801,189228
443544,450483,440448,443766,446747,442170,440457,458973,443474,459994,18922801,446765,440439,446738,445133,189228
443687,449898,121381,178226,381787,122843,434982,437848,445300,146393,440147,445133,445072,260813,440439,126827
443766,458973,450483,459994,443474,440457,443544,440448,446747,442170,440439,18922801,445133,446738,446765,189228
443784,45897304,43018401,44903802,44903801,44378406,44378405,44378401,44376603,44376602,44376601,43018404,43018403,43018402,23368411,44903804
443881,450492,450474,474960,474951,363934,443924,421009,445300,434982,105516,450377,438416,447661,447652,458955
443890,420042,442143,430087,443766,458955,443474,450483,443544,131803,458973,440457,419509,438586,445717,440448
443924,450474,474960,474951,447652,450377,421009,474702,233684,458885,105516,442170,450492,442161,440448,443544
444130,115746,125231,450979,413413,372213,480073,454829,126827,454689,442569,479956,164438,137148,436438,449339
444158,419509,104717,406006,434955,405979,405997,131803,372222,125231,445027,413413,444723,456348,442569,449339
444398,441690,110060,172033,475608,146728,147369,246345,215628,388520,243498,150288,227289,247825,176600,147031
444413,189264,405058,196431,193247,196583,431983,189273,126076,194657,197647,189857,192624,197610,149329,216311
444699,439914,447698,441308,439020,11458501,429094,446039,130581,460738,429085,430704,466930,457129,454245,454856
444723,405988,434946,432232,456296,444158,380465,445027,449339,134237,459259,480082,454829,260901,154022,438416
