UNITID,Similar School 1,Similar School 2,Similar School 3,Similar School 4,Similar School 5,Similar School 6,Similar School 7,Similar School 8,Similar School 9,Similar School 10,Similar School 11,Similar School 12,Similar School 13,Similar School 14,Similar School 15
152318,121691,145646,230852,213543,218973,170301,212577,212009,212674,441982,188535,136774,147767,128902,196866
152336,207582,131450,165671,239390,193399,239318,160065,240338,203580,213321,173045,148627,169716,238458,439288
152363,152567,218414,154749,181330,237118,221731,140234,201371,224527,146825,145372,168528,176947,207403,181127
152381,206507,104586,140872,231086,141185,211468,161563,157377,101693,194392,161572,213303,218441,207689,154855
152390,166939,211273,123165,167835,204909,216524,233295,218070,195474,168218,228343,149781,164632,138600,146481
152451,167464,155070,239637,205027,137777,216047,217040,209241,441609,124283,177092,173896,177278,160409,127273
152530,154712,154101,173452,207403,142522,150941,145372,150677,219790,139630,181127,440411,445267,107141,201371
152567,152363,181330,154749,107141,150677,218414,143288,207403,168528,181127,146825,176947,145372,224527,140234
152600,186283,19554401,15468801,15468802,195003,215655,193584,191931,185572,192819,129242,201195,130253,194958,148496
152673,164216,190099,179946,209065,206589,173258,230959,213251,211291,154527,210669,150400,153108,181020,174844
152798,146533,169220,166717,167181,110778,231837,188526,174507,148593,149028,147129,172608,166869,179450,437316
152822,136206,171492,169983,148575,217235,235769,198969,143358,176619,164562,148593,225247,176451,384306,455433
152992,137564,156356,153825,217013,129774,180258,157076,166948,190983,154004,198835,166391,150145,237312,217633
153001,219198,237969,155511,180106,177542,219091,154855,154590,155414,181853,155973,231554,219295,225548,200156
153108,154527,209065,179946,210669,213251,206589,150455,216278,181020,164216,168591,239628,218539,107512,156408
153126,217633,190983,198835,166391,147244,106713,237312,154004,153825,238078,448804,385619,152992,217013,137564
153144,236328,175980,210401,158477,169080,214175,233374,166124,130590,133492,455770,100937,228343,143084,183239
153162,216807,173647,154350,189088,168546,156745,203128,161004,198066,168342,204501,170532,146427,168281,231059
153241,177083,156417,157030,216047,152451,209241,239637,167464,137777,193070,195438,196440,441609,167677,446604
153250,180106,172440,153621,219091,155511,225548,219198,231554,177542,181853,155973,200156,153001,231420,107558
153269,217402,192323,232706,129428,235316,111948,222178,224323,129525,143358,122931,212601,217235,167899,166452
153278,232609,238458,105589,213321,245847,192192,218724,164085,177968,203085,199032,195128,147244,198835,232672
153320,215813,21510501,173179,175139,455099,179317,122603,195580,239424,177278,206215,139348,165945,195155,124283
153366,147013,130253,194958,222178,142461,215655,198561,137847,150066,147679,219976,206862,140447,203368,151263
153375,198969,444990,209409,198695,146339,219000,123651,219383,235769,180595,177339,155636,164720,101435,213996
153384,161086,146427,160959,195216,153834,197133,212911,198385,203535,168342,173902,130697,128902,147341,161004
153409,260910,104188,367024,181400,214740,447069,153418,468024,162681,445276,402776,154518,475635,459268,468006
153418,101116,220552,475121,447069,367024,260901,260910,468024,468006,459259,402615,459268,233684,474702,105516
153603,155317,209542,23693901,23693903,153658,171100,233921,106397,126614,228723,214777,196060,186380,110714,199120
153621,172440,154590,16947912,16947915,16947907,16947904,16947905,16947909,16947918,225548,16947910,155511,155973,153250,219091
153658,126614,228723,23693903,23693901,153603,171100,209542,233921,155317,214777,106397,186380,196060,110714,199120
153825,190983,166391,152992,198835,217633,129774,154004,137564,147244,180258,157076,217013,156356,153126,166948
153834,195216,146427,191533,160959,106342,147341,153384,161086,239512,231059,168281,183239,184348,169080,210401
153861,220631,188641,195164,229780,194958,153366,219295,222178,142461,147013,173045,130253,203368,147679,149772
154004,137564,198835,217013,147244,134079,152992,217633,153825,238078,190983,153126,230852,237312,166391,157076
154013,226587,146339,180595,177339,219383,179548,209409,219000,155636,444990,123651,198695,155973,153375,198969
154022,105516,260901,419509,405988,434955,406006,434946,421018,405979,104717,442152,372222,405997,380465,206048
154095,237011,233277,240329,174783,211158,173920,110538,240365,164076,171137,232423,218964,106704,179557,212115
154101,150941,152530,207403,173452,145372,224527,142522,151777,201371,143288,181127,219790,152363,139630,150677
154156,407629,143853,223223,179812,148511,435000,112525,117636,166708,193405,231970,149028,420246,106263,229337
154174,177038,455433,117520,384306,420246,147129,126012,177427,148575,441104,148593,149028,475273,209409,439446
154235,166452,112075,129525,217235,222178,143358,110413,111948,224323,192323,183026,153269,232706,212601,217402
154350,168546,153162,216807,173647,156745,198066,203128,189088,204501,161004,220710,240338,233426,168342,222983
154493,220516,183974,172264,105367,156365,161518,177144,210775,153366,157216,207324,134945,16947903,136330,219718
154518,363934,231420,178369,237358,209506,155511,180416,107558,200572,161226,451060,219198,155973,230931,443410
154527,153108,209065,218539,210669,181020,179946,216278,168591,156408,150400,150455,213251,191630,206589,164216
154536,185758,219842,213446,172705,151865,213631,164474,145275,443340,166045,123280,217040,366003,178679,155496
154590,225548,154721,181853,16947907,16947912,16947915,153621,16947904,16947905,16947909,16947918,16947910,177542,154855,155414
154688,198136,208822,215743,193292,239080,199306,15468801,240107,213367,15468802,204635,212601,143358,19554401,192925
154712,152530,178697,207403,150677,173452,145372,151777,219790,154101,142522,168528,150941,224527,143288,139630
154721,154590,181853,225548,155414,177542,200156,154855,237969,219198,153001,153621,237358,16947907,16947909,16947905
154749,168528,181330,152363,218414,152567,145372,224527,207403,146825,150677,143288,199458,181127,221731,237118
154837,216463,439817,126979,366793,216816,195155,177092,206215,206288,177278,124283,177126,179317,239424,122603
154855,181853,177542,237969,154590,154721,155414,153001,180106,225548,228042,16947907,16947915,16947912,16947910,16947918
155025,178624,196200,144892,157401,149772,228529,181215,211644,230603,155061,221847,106467,169910,160038,157386
155061,181215,157401,155025,178624,211644,169910,106467,228529,221847,149772,160038,196200,144892,18017901,24366501
155070,200484,152451,174206,176451,145275,177092,179317,124283,143233,177278,160029,169099,139348,157298,215424
155089,190716,215442,173328,127918,196592,211583,229160,213367,212984,215099,234915,192439,11917301,448284,219709
155140,187745,159717,138354,141264,230728,160612,179557,159966,159993,206914,106458,212115,230782,149222,142276
155317,153603,209542,23693903,23693901,126614,106397,153658,171100,228723,233921,214777,196060,186380,151351,110714
155335,151263,215099,137847,219976,169716,234915,209825,179043,207458,147679,206622,168005,215770,11917301,213367
155399,200280,238032,149222,180489,150136,230728,172699,142276,105330,100858,100751,231174,176372,133669,219356
155414,154721,181853,225548,154590,200156,177542,237358,219198,154855,153001,155511,237969,231554,231420,219091
155496,178679,185758,123280,154536,449658,101453,219842,181376,443340,172705,213446,183804,151865,164474,213631
155511,219198,155973,225548,153621,153001,231554,219091,153250,16947905,16947904,16947909,231420,16947918,16947910,16947907
155520,183974,178721,236230,237066,165529,102049,204936,144962,214069,217165,169479,212656,183910,148584,201548
155627,143288,224527,151777,207403,145372,181330,154749,152567,218414,150677,154101,150941,146825,152363,173452
155636,209409,198969,219383,123651,180595,146339,164720,226587,177339,154013,153375,198695,235769,101435,219000
155681,176965,240189,181783,197869,216038,196194,139861,156620,196246,240462,196149,240417,240480,170082,23693902
155812,163462,219949,245892,155520,161518,204185,189848,204635,155900,197197,138293,15336601,216807,220613,175421
155900,204264,182458,152099,172264,204194,220215,219718,102049,209065,199412,143233,440411,163462,175421,219833
155937,194392,139205,175430,198808,171599,182634,232089,107877,154004,140234,137564,237118,206507,209409,161572
155973,155511,219198,225548,153621,154590,153001,177542,219295,16947907,16947912,16947915,16947909,16947904,16947905,16947918
156125,448886,206084,199148,240453,126562,228769,202134,151111,209807,407009,159939,220862,185828,216339,420574
156189,177144,143288,161572,107877,225548,226587,220206,171599,224527,206330,155627,239071,144971,153621,139393
156213,15336601,201654,204185,197911,204635,216357,230047,228468,239071,480189,203845,189848,199069,228981,180106
156222,131973,164474,177092,124283,157298,223001,145275,127273,215424,173896,177278,146977,150215,169099,196884
156286,168005,209825,181002,207458,219709,206622,173665,236595,215442,159656,236577,215770,227845,163046,189705
156295,150455,206589,203535,150756,216278,107512,150400,179946,174844,210669,156408,234207,173258,191630,211291
156356,152992,157076,180258,137564,217013,199209,448804,153825,190983,166948,129774,154004,166391,217633,237312
156365,16947903,157216,156541,220215,136330,220516,172264,153621,155973,207324,171456,155511,220613,143303,220631
156408,191630,150400,210669,203535,174844,206589,150455,216278,150756,211291,234207,173258,218539,239628,230816
156417,157030,223117,153241,237136,199759,176336,476601,476717,177083,177816,172033,165945,125718,475608,213640
156541,156365,16947903,157216,177542,182980,155520,221768,161518,155414,183974,220613,153001,154590,154721,115755
156620,176965,240189,155681,240462,181783,216038,196194,240417,196246,139861,197869,196149,213349,178624,157401
156727,142832,143978,454838,455433,193894,218751,110778,455664,374024,23384201,21036802,21036801,15483701,166717,240213
156745,168546,154350,203128,153162,173647,216807,189088,204501,198066,161004,153108,239628,231581,168342,124292
157030,156417,194569,237136,142090,115214,209287,153241,123280,177083,204990,146728,223117,165945,177816,217606
157058,159009,227526,102298,198507,207722,176318,217873,237899,230834,234085,218733,130934,201690,100654,218229
157076,156356,180258,217013,152992,137564,153825,154004,190983,166948,129774,150145,134079,217633,237640,166391
157085,181464,104179,174066,137351,201885,199193,145600,204796,215293,236948,225511,157289,228778,139940,139755
157100,221731,140234,139630,168528,152363,181330,199458,220701,217907,150677,154749,201371,239743,218414,152567
157207,147031,178518,246345,215628,15178601,203067,227289,150288,10704401,14902801,131973,223001,19457801,176600,157298
157216,156365,156541,16947903,220516,220631,153621,172264,172440,219949,155511,197045,226231,433165,219198,154493
157289,201885,157085,181464,204796,104179,199193,215293,174066,145600,139940,137351,228778,225511,236948,172644
157298,173896,127273,131973,196884,223001,146977,160029,150215,215424,144014,210368,150288,224305,414966,191320
157377,198808,194392,211468,155937,139205,171599,152381,232089,179548,107877,175430,206835,213303,149505,448804
157386,106467,160038,178624,221847,211644,157401,228529,230603,181215,149772,18017901,155025,169910,196200,144892
157401,178624,211644,221847,155025,181215,144892,196200,149772,155061,228529,230603,169910,106467,160038,157386
157447,167729,169798,433660,217420,206941,165024,149231,140164,151379,152248,128771,214607,10236809,123572,187444
157535,106342,239512,147341,191533,160959,153834,233611,234173,156541,146427,155511,225548,156365,154590,153621
157757,13247101,231651,194310,174914,195809,110316,144740,147536,120883,207971,239105,122612,193654,122436,228875
157809,164085,190761,199962,203757,199032,217518,184612,228325,367884,195243,215114,179955,203580,192192,178059
157818,221351,120254,173902,209056,240338,126678,209922,181446,198613,116846,454184,148849,192864,236328,189097
157863,195164,220631,188641,229780,191533,181853,238616,156541,154855,449931,240107,192925,154590,153861,154721
157951,106458,106704,211158,174783,179557,171137,159717,240365,160612,237525,212115,141264,101480,206695,165866
158477,175980,133492,153144,236328,169080,210401,100937,130590,214175,233374,455770,166124,199607,162654,100690
158802,220181,160904,225575,197993,198756,140553,144883,141060,138947,176406,217873,131520,199582,148849,198613
159009,227526,175342,176044,198507,218733,138716,199999,157058,198543,130934,107071,160630,199281,213783,213598
159373,181428,163259,209490,229300,228644,110699,228635,228909,196255,207342,207315,106263,218335,435000,228653
159382,203526,237950,240374,205443,152266,207722,161341,204848,201432,10236808,10236802,127556,102368,232025,142285
159391,228723,240444,153658,233921,129020,130943,134097,126614,207500,221759,178396,139959,181464,243780,23693903
159416,226833,229018,448840,168430,151342,217819,377564,180179,227377,179566,232982,240277,221768,230764,210429
159568,219806,213507,181330,212656,154749,204185,152567,152363,198835,150677,166850,177542,215284,154590,225548
159647,207388,204857,219471,182290,23693902,229115,139861,236939,160658,150136,240480,240727,197869,230728,240189
159656,173665,137847,181002,168005,219976,189705,207458,148487,173045,156286,236595,209825,121309,151263,147679
159717,160612,179557,141264,106704,240365,106458,157951,237525,159993,211158,171137,101879,174783,165866,206695
159939,209807,202134,240453,228769,126562,151111,448886,199148,206084,156125,420574,178402,407009,185828,220862
159966,230782,130776,174233,151360,240268,186371,222831,149222,230728,106704,240365,155399,138354,240471,220613
159993,101480,106704,237525,179557,206695,160612,159717,106458,141264,240365,174783,212115,173920,157951,165866
160029,196884,146977,144014,150215,173896,157298,215424,223001,127273,131973,210368,150288,10704401,15178601,191320
160038,106467,157386,221847,24366501,157401,149772,178624,155025,228529,155061,211644,230603,181215,169910,18017901
160065,165671,207582,239318,152336,238193,193399,102669,131450,239390,199032,119173,213367,155089,195243,127918
160409,189981,205027,246789,192165,174792,152451,122728,167464,231068,217040,194675,239637,191515,209241,137777
160612,159717,179557,106704,240365,106458,165866,141264,174783,212115,171137,157951,211158,159993,173920,237525
160621,199157,232937,100724,100654,133650,139366,10236803,10236801,213598,140960,138789,219602,227526,198543,100830
160630,162283,163453,221838,176044,177551,229063,159009,130934,199102,138716,198543,131399,199999,175342,232937
160658,182290,229115,232982,227216,102094,182281,228787,200800,159647,221759,230728,150136,240277,206604,100706
160755,12293101,131469,201645,221999,162928,193900,123961,227757,131496,215062,144050,190150,211440,164988,152080
160904,220181,158802,141060,140553,198756,198613,197993,225575,148849,131520,120254,192864,157818,240338,116846
160940,442161,420866,458964,450456,468024,448822,468006,450465,474979,445124,445027,451796,446668,173984,421018
160959,146427,191533,195216,153834,153384,161086,147341,239512,106342,150756,216807,153162,454184,170532,230940
160977,237057,196866,130697,238333,212674,170532,143084,128902,212009,212577,222983,162654,218973,170301,213668
161004,168342,173647,204501,168546,189088,203128,153162,212911,198385,161086,197133,112260,164465,130697,234207
161086,153384,146427,195216,198385,197133,160959,212911,161004,168342,130697,153834,128902,173902,212577,166124
161165,174899,446932,217688,220516,197045,133553,203775,210775,226231,220613,113698,162760,205957,170806,204194
161217,204699,156620,108092,203447,207661,213783,219046,234827,219082,207722,240417,155681,181783,169248,213020
161226,200572,230931,170639,219259,209506,215266,237330,200059,180948,180692,180416,180522,214704,196185,232566
161235,200226,200059,219259,230737,174075,214652,237950,100812,180522,142328,170639,181765,237330,214634,196291
161244,199111,181765,207722,183071,191676,103361,233897,174251,128391,215275,167288,163912,240374,127556,230834
161253,183044,147703,231624,217484,150136,142285,219356,200280,207388,172699,155399,231174,240727,216339,163912
161299,111188,166692,214689,214643,214704,214731,161226,215284,196291,209506,214670,197027,170639,218645,181428
161341,152266,237932,237950,204671,214625,151388,214643,218654,230737,200059,219259,178341,200572,178387,201432
161457,137546,142461,119058,183239,209612,192323,153269,231059,233426,181002,191968,217402,173665,142294,159656
161509,215053,221254,188146,136774,201061,209603,197045,166391,190983,231837,146533,209533,217633,104665,449764
161518,183974,197197,155520,230807,236230,232025,164492,155812,207324,200217,136330,150163,210775,147660,168290
161554,174783,110538,173920,154095,228802,101879,237011,106704,240329,233277,225502,237525,211158,157951,240365
161563,141185,231086,206330,104586,140872,101693,207689,206507,218441,174862,188182,213358,217633,219198,161518
161572,191676,154004,177144,194392,201654,198215,206507,182634,237969,155937,174491,156213,210331,181853,139630
161873,136172,196130,122597,110583,126580,190549,151102,147776,190512,110592,190594,190664,110608,110556,190558
162007,221838,199102,133650,229063,213598,163453,218733,234155,171571,211608,139311,226091,10236809,199999,22870501
162061,197221,441982,213358,164915,193292,141936,369002,402828,401250,146490,194091,129941,145619,117751,178059
162210,167251,118693,120537,149505,198899,213358,204468,221661,211981,461795,167394,216542,428259,213303,212656
162283,131399,163338,160630,177551,163453,221838,199102,229063,234155,177940,211608,207209,428268,144005,133650
162584,211361,163851,110422,228459,110495,240329,213349,216764,144892,154095,214041,216010,237011,211644,149772
162654,170301,143084,170532,213668,222983,239017,212674,237057,196866,218973,107080,206525,238333,145646,212577
162681,181400,456621,181242,452090,383020,114585,136066,210906,164438,450085,450447,440466,153409,130183,104188
162760,113698,197045,446932,174899,226231,217688,133553,203775,220613,210775,220516,205957,213668,217961,144962
162928,221999,201645,227757,123961,144050,12293101,215062,193900,190150,160755,131496,131469,211440,164988,152080
163046,165662,117946,206622,215770,209825,236595,181002,219709,207458,227845,236577,156286,213367,121309,168005
163204,10236809,152248,151379,206941,149231,217420,140164,433660,128771,185262,214041,157447,110529,123572,167729
163259,159373,209490,110699,229300,181428,228644,228909,196255,228635,207315,207342,218335,106263,228653,435000
163268,217484,232186,126775,206604,203517,217882,166513,178420,133951,163286,196097,214713,231174,228787,178402
163286,196097,196088,130943,129020,166629,132903,234076,170976,199120,240444,236948,228778,233921,139959,174066
163295,166984,143048,192110,202170,108870,214971,110370,366368,164748,169442,167057,120403,112570,235024,194578
163338,139719,211608,162283,234155,177940,237792,129215,131399,207209,232937,141334,133650,218654,198507,213598
163453,199102,221838,229063,133650,138947,162007,160630,162283,218733,177551,224147,131399,199139,181394,213598
163462,155812,173647,237066,204936,229267,245892,164562,150163,219949,203845,102049,204635,225247,205957,216807
163532,205124,194736,186186,247773,245777,194693,186900,446604,195438,197674,420325,194189,197735,441609,434937
163578,175005,167783,211556,192925,207458,11917301,169716,168005,173045,227845,181002,208488,148627,206622,213367
163851,110422,162584,228459,211361,232681,199218,164076,163912,139861,197869,196149,196176,232423,204705,183044
163912,214768,202523,231624,183044,234085,174251,139144,163851,110422,231581,110644,161253,195526,196219,262129
163976,168281,184348,165936,121257,218070,228343,213385,140696,215798,204909,115409,220710,195304,216287,233295
164076,232423,237011,233277,173920,110538,154095,174783,240329,171137,240365,218964,212115,211158,237525,106704
164085,199962,203580,199032,203757,184612,157809,228325,190761,217518,195243,215114,367884,150172,206349,215655
164173,138275,182795,450766,217059,217518,165671,150534,195243,165495,199032,192192,188207,198516,238458,153278
164216,213251,181020,209065,154527,153108,218539,179946,230959,216278,211291,190099,206589,191630,210669,173258
164270,139144,195526,231581,202523,213507,168591,147341,170301,191630,197230,210571,125727,233295,199865,124292
164438,454689,181400,450447,181242,439020,460738,442569,444699,454856,441308,447698,125231,113582,439914,450942
164447,129525,232706,148405,128498,212601,192323,112075,262086,128744,217235,222178,167899,224323,166452,153269
164465,112260,121345,212911,198385,197133,216287,399911,115409,213385,218070,168218,123165,195304,149781,121257
164474,172705,213631,145275,219842,151865,185758,154536,213446,217040,137777,131973,124283,177092,215424,157298
164492,161518,161165,204194,238980,174899,165529,219949,214069,176628,165495,144962,446932,215691,197045,217536
164562,225247,169983,168254,147660,230807,136330,214175,202480,229267,236328,143358,168786,196413,175421,165334
164580,441982,152080,115409,213385,135726,216597,121150,117636,217165,179867,139658,129242,168148,216287,186867
164614,439701,201858,475608,209287,246345,457226,215628,455257,146728,172033,178518,220871,210368,10704401,213640
164632,152390,138600,167835,166939,125763,228343,146481,211273,184348,220710,123165,204909,233295,168218,216524
164720,180595,146339,198969,219000,177339,101435,155636,209409,235769,444990,211468,219383,153375,226587,123651
164739,221971,215929,140447,170675,195234,239080,150066,194824,184773,121691,213543,240107,217402,188526,129428
164748,192712,166984,110370,163295,143048,214971,108870,122506,366368,169442,177746,194578,192110,202073,202170
164872,209603,366368,108870,392840,201061,123952,112570,202170,235024,143048,449764,166984,164748,110370,169442
164915,141936,401250,235547,480134,374024,238573,232885,123943,233356,439783,147590,167598,457183,117672,177986
164924,213543,147767,190415,130697,199847,165015,212577,212009,228246,128902,212674,196866,191241,196413,145646
164933,194578,202046,192712,110370,215105,202073,177746,174127,164748,122454,169442,449764,239309,108870,366368
164988,12293101,131469,193900,160755,211440,123961,201645,227757,221999,162928,131496,215062,190150,144050,197708
165015,147767,190415,194824,196866,130697,212674,212577,139658,164924,195030,212009,168148,128902,12293101,152080
165024,167729,214607,433660,169798,217420,157447,149231,140164,170082,206941,123572,128771,214713,214041,187444
165167,128744,170037,128498,262086,164447,222178,167899,148405,166452,183026,212601,234915,232706,217235,129525
165334,196413,199847,202480,223232,230038,236328,166124,210401,214175,235316,195030,191241,233374,164562,122931
165495,104665,117168,108870,169424,366368,104586,136774,169442,188207,246789,140951,166984,202046,123554,449764
165529,236230,183974,144962,217536,214069,201548,215691,217165,206437,212832,204936,237066,214272,155520,165699
165644,218070,125763,228343,184348,233295,220710,149781,163976,204909,195474,146481,164632,213385,165936,115409
165662,163046,117946,209825,206622,236595,219709,181002,207458,215770,236577,227845,121309,156286,213367,168005
165671,207582,160065,239318,152336,193399,206622,212106,239105,150534,217518,198516,163046,131450,165662,213367
165699,201548,206437,212832,144962,204936,102049,217165,236230,214272,237066,217536,204200,215691,165529,183910
165705,233842,120795,112127,14736902,14736901,169099,16822703,16822702,16822701,459736,108861,190080,21997601,219240,176619
165820,210146,167987,151306,232681,212115,211158,165866,240365,214591,142461,128771,174783,148654,196246,214713
165866,212115,240365,211158,160612,141264,174783,171137,106704,179557,106458,159717,233277,157951,173920,159993
165936,168281,215798,228343,184348,163976,220710,121257,213385,140696,218070,146481,204909,216524,115409,167996
165945,125718,148885,195155,177816,476601,239424,217606,177278,206215,177092,179317,455099,124283,122603,213400
166018,149781,204909,195474,233295,218070,216524,228343,199865,197133,198385,146481,220710,212911,125763,213385
166027,130794,198419,217156,166683,195030,110404,243744,182670,190150,215062,131496,144050,186131,147767,190415
166045,154536,213446,185758,219842,151865,172705,213631,164474,145275,123280,366003,443340,245847,110778,102395
166054,195155,239424,455099,179317,177278,366793,177126,124283,177092,206215,139348,206288,122603,215813,216816
166124,214175,233374,130590,236328,210401,175980,153144,158477,133492,169080,212577,455770,173902,128902,212009
166391,190983,217633,198835,153825,166948,153126,147244,180258,237312,129774,154004,152992,137564,448804,156356
166452,129525,154235,143358,110413,111948,224323,222178,217235,112075,212601,235316,167899,153269,192323,232706
166513,178420,232186,206604,203517,217882,217484,126775,163268,166629,214704,186201,100751,129020,184782,216339
166629,130943,129020,196088,163286,132903,196097,153658,217882,186201,240444,233921,171100,228723,228778,174066
166638,228769,151111,126562,240453,209807,156125,178402,448886,199148,159939,206084,220862,185828,407009,202134
166656,215132,194073,179265,167093,437316,166869,149763,445735,145628,142832,179450,459824,122296,240213,204176
166674,163295,241766,207342,196291,169442,215293,181464,199184,157085,139755,241951,185828,174066,202170,201885
166683,198419,130794,166027,217156,110404,195030,243744,215062,186131,190415,147767,182670,190150,131496,227757
166692,218742,214829,161299,214591,243780,196291,186876,214689,232681,165820,145813,111188,214704,214670,207500
166708,435000,231970,218335,229337,106263,196307,176026,110699,196255,204477,207315,228909,229300,237880,223214
166717,169220,110778,167181,146533,152798,174507,231837,188526,149028,240213,23384201,15483701,21036801,21036802,218751
166850,167394,212656,221661,174491,198899,213358,150604,204468,236133,167260,213303,149505,117751,139393,118693
166869,167093,437316,149763,179450,194073,445735,145628,240213,122296,142832,143978,21036802,21036801,15483701,23384201
166911,169424,111081,209533,153320,173160,179955,143118,237066,149505,165529,136774,204936,15468801,117751,110370
166939,123165,211273,167835,168218,152390,197133,149781,198385,166018,399911,212911,138600,228343,218070,216524
166948,180258,166391,152992,137564,217633,217013,190983,156356,153825,157076,129774,154004,237312,198835,150145
166984,143048,202170,108870,163295,366368,214971,110370,164748,235024,169442,192110,120403,122506,392840,202046
167057,192712,192110,194578,110370,163295,211893,214971,164748,174127,166984,202046,143048,169442,164933,108870
167093,145628,194073,166869,149763,122296,445735,437316,179265,459824,142832,179450,240213,143978,459745,220996
167181,169220,166717,146533,110778,152798,174507,231837,188526,401250,108269,126012,110307,480134,436261,141936
167215,228194,126049,11508306,11508303,11508305,111391,175281,123970,20627906,20627902,20627903,20627901,20627905,146241,193821
167251,162210,118693,191621,198899,120537,461795,213358,211981,149505,213303,117751,236133,204468,459727,150604
167260,213303,236133,198899,166850,167394,207856,204468,213358,118693,149505,174491,221661,171881,461795,213996
167288,205443,213349,141334,153162,201441,230834,216010,174251,210429,163912,235097,168546,215275,216807,156745
167321,456010,440925,130110,134680,447458,209533,367954,451820,148177,169424,234492,446002,208239,446808,451796
167358,191241,127060,145725,196468,131283,179159,212054,194541,146719,212106,213543,201645,162928,12293101,199847
167394,166850,221661,212656,213303,198899,213358,167260,475200,236133,204468,150604,117751,149505,174491,118693
167455,150774,183822,125763,220710,140696,215798,184348,138600,228343,146481,165936,112084,168281,233295,164632
167464,239637,216047,441609,434937,195438,195155,177278,177092,206215,239424,124283,179317,446604,366793,125718
167598,374024,238573,235547,232885,164915,233356,141936,147590,123943,480134,401250,204936,179894,228866,130226
167677,126076,431983,196431,189273,197647,444413,405058,149329,192624,189857,194657,196583,193247,216311,189264
167729,433660,169798,157447,165024,217420,214607,140164,149231,206941,128771,214713,123572,170082,10236809,187444
167783,175005,163578,181002,173665,211556,209825,189705,236595,117946,159656,207458,168005,165662,156286,137847
167835,211273,168218,123165,166939,138600,152390,216287,213385,197133,228343,218070,168281,198385,121257,212911
167899,212601,222178,129525,235316,217235,111948,224323,166452,143358,153269,217402,110413,164447,192323,128744
167987,151306,165820,210146,232681,149231,216010,213349,196200,154095,179566,211158,214041,128771,144892,170082
167996,216667,184348,146481,204909,195474,168281,228343,165936,140696,125763,218070,179955,213385,216524,233295
168005,156286,11917301,209825,207458,227845,181002,236595,117946,159656,206622,173665,213367,148627,137847,148487
168148,179867,139658,152080,135726,243744,186131,147767,217156,197133,131496,212911,182670,221999,190415,216287
168218,123165,167835,211273,166939,216287,212911,197133,121345,198385,164465,112260,213385,115409,138600,152390
168227,151786,181738,198598,174437,190372,181093,210304,197197,166850,414878,169442,198950,121309,437316,166656
168254,169983,225247,164562,136330,147660,168786,230807,175421,126669,212601,202480,163462,203775,150534,204936
168263,451671,366711,101709,186201,377555,216764,170082,240268,214731,214041,217484,240480,149231,217819,196158
168281,184348,165936,163976,228343,213385,121257,215798,218070,140696,204909,146481,216287,216524,115409,125763
168290,197197,150163,199412,144281,192703,114813,207324,176628,219833,211431,229267,134945,118888,195544,245883
168342,161004,173647,204501,189088,168546,212911,197133,198385,203128,161086,130697,216287,121345,153384,164465
168421,238661,129428,153269,111948,174914,217402,195030,196413,233374,131159,110097,169080,230807,143358,236328
168430,226833,159416,217819,151342,229018,377564,448840,180179,174233,232566,240277,182290,230764,229115,221759
168528,154749,146825,152363,145372,218414,224527,152567,140234,221731,181330,207403,181127,202514,139630,151777
168546,173647,189088,154350,153162,203128,156745,161004,204501,216807,198066,168342,206589,236328,239017,196866
168591,154527,218539,216278,181020,156408,191630,210669,153108,150400,150756,209065,150455,179946,230816,239628
168740,163462,173647,195720,121150,203845,239105,228875,131159,144740,203128,207971,161004,168342,186584,122612
168786,147660,225247,126669,136330,177214,168254,164562,230807,169983,217934,175421,100937,177065,180595,166452
169080,175980,153144,236328,210401,158477,130590,233374,100937,133492,214175,166124,455770,165936,153834,153269
169099,14736901,14736902,108861,165705,233842,176619,120795,21997601,176451,16822703,16822702,16822701,219240,459736,112127
169220,166717,167181,146533,110778,152798,231837,174507,188526,149028,110307,209296,147129,172608,240213,126012
169248,227881,213020,224554,196194,196158,145813,196246,23693902,198464,240480,199139,207388,175272,236939,155681
169327,136206,152822,226383,202806,146339,148405,101435,147129,146490,177339,177427,441104,126012,172608,172477
169424,111081,209533,166911,186584,440031,409616,215655,139348,124283,169442,110097,195003,177092,129242,15468802
169442,235024,215105,122506,120403,449764,108870,174127,163295,202170,166984,366368,214971,143048,164748,202046
169479,165529,183974,116712,178721,155520,214272,204200,215691,201548,236230,206437,217536,183910,212832,204936
169628,188535,146241,11508305,11508303,11508306,20627906,172705,164474,123970,20627905,20627903,20627902,20627901,126049,145275
169716,173045,207458,236595,224226,151263,137847,181002,215770,227845,209825,219976,148627,168005,236577,121309
169798,167729,157447,165024,433660,140164,217420,214607,206941,10236809,149231,152248,128771,187444,214713,123572
169910,228529,181215,149772,157401,211644,178624,155061,155025,196200,106467,157386,160038,144892,183080,175616
169983,168254,225247,164562,136330,230807,147660,175421,168786,163462,202480,143358,204936,150163,236896,198695
170000,147244,150145,217013,180258,137564,238078,230852,157076,134079,237312,217633,448804,152992,198835,190983
170037,222178,128744,166452,212601,167899,129525,217235,154235,165167,148405,224323,232706,128498,164447,111948
170082,216764,214607,184782,140164,123572,185590,149231,165024,214713,433660,128771,167729,187134,196176,187444
170091,102261,142090,179256,217606,239424,211130,455099,165945,125718,195155,177126,199759,166054,117575,206288
170301,162654,143084,170532,239017,213668,145646,218973,212674,196866,237057,212577,212009,222983,206525,107080
